Stream_KM,Elevation,Gradient,BottomWidth,ChannelAngleZ ,Mannings_n,SedThermalConductivity,SedThermalDiffusivity,SedHyporheicThickness,%HyporheicExchange,Porosity
16.5,203.5,0.001,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
16,203,0.001,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
15.5,202.5,0.001,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
15,202,0.001,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
14.5,201,0.001,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
14,200,0.002,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
13.5,199.5,0.001,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
13,199,0.001,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
12.5,198,0.001,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
12,197,0.002,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
11.5,196.75,0.0005,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
11,196.5,0.0005,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
10.5,196.25,0.0005,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
10,196,0.0005,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
9.5,195,0.0005,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
9,194.5,0.001,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
8.5,194,0.001,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
8,193,0.001,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
7.5,192,0.002,5,0.15,0.05,2,0.0064,0.1,0.01,0.35
