DateTime,GloRad (W/m2),Wind Speed (m/s),Relative Humidity (0 - 0.99),Air Temp (*C)
07/14/2013 17:00,336.5129699,0.390805004,0.42317,25.89
07/14/2013 18:00,217.0373699,0.835013858,0.519156,24.677
07/14/2013 19:00,67.84294496,0.25614725,0.591866,23.136
07/14/2013 20:00,2.401519895,0,0.806751,19.175
07/14/2013 21:00,0,0.018696875,0.8657,16.487
07/14/2013 22:00,0,0.8170535,0.886501,16.225
07/14/2013 23:00,0,0.041133125,0.890758,15.461
07/15/2013 0:00,0,0.08226625,0.903276,14.768
07/15/2013 1:00,0,0.37206775,0.904618,14.457
07/15/2013 2:00,0.100063365,0.51603375,0.884191,14.625
07/15/2013 3:00,0,0,0.959937,14.457
07/15/2013 4:00,0.100063365,0,0.982641,14.409
07/15/2013 5:00,22.61431784,0.003739375,0.963677,14.649
07/15/2013 6:00,46.42939092,0.26175625,0.915442,15.915
07/15/2013 7:00,154.797975,0.5291215,0.846967,17.344
07/15/2013 8:00,415.563075,0.652553022,0.691977,21.175
07/15/2013 9:00,698.8423572,0.434978632,0.601381,22.848
07/15/2013 10:00,638.6042211,1.434459815,0.596145,23.448
07/15/2013 11:00,494.0127427,0.842086219,0.597696,23.785
07/15/2013 12:00,573.6631141,0.638864312,0.592625,24.508
07/15/2013 13:00,363.7302085,0.23221038,0.571879,24.774
07/15/2013 14:00,395.050066,1.349603468,0.724042,22.753
07/15/2013 15:00,311.2970756,0.504417295,0.60665,24.219
07/15/2013 16:00,389.8467591,1.11529012,0.572583,23.857
07/15/2013 17:00,156.2988977,1.528478316,0.643412,22.513
07/15/2013 18:00,218.7384954,1.604236408,0.601722,22.202
07/15/2013 19:00,49.13109449,1.280769978,0.647196,21.366
07/15/2013 20:00,1.601012978,0.766291332,0.648065,20.698
07/15/2013 21:00,0.100063365,0.702375571,0.665357,20.246
07/15/2013 22:00,0.100063365,2.402967506,0.684343,18.985
07/15/2013 23:00,0.100063365,2.620548594,0.648076,18.176
07/16/2013 0:00,0.200126644,2.593637617,0.677446,17.368
07/16/2013 1:00,0.100063365,1.837000897,0.695948,16.725
07/16/2013 2:00,0.200126644,0.563765691,0.733007,15.939
07/16/2013 3:00,0,0.078526875,0.916168,12.727
07/16/2013 4:00,0.300190008,0.188838425,0.983235,11.102
07/16/2013 5:00,23.51487999,0.437686669,0.926101,12.316
07/16/2013 6:00,206.8309589,0.063953154,0.80498,15.581
07/16/2013 7:00,381.6416068,0.879939713,0.728475,17.748
07/16/2013 8:00,549.0475718,1.112223648,0.61743,20.126
07/16/2013 9:00,682.4319671,1.712716352,0.555632,21.318
07/16/2013 10:00,790.700484,1.545869851,0.532906,22.441
07/16/2013 11:00,893.3658018,1.160485723,0.5434,22.944
07/16/2013 12:00,882.8590008,1.304334432,0.509465,24.05
07/16/2013 13:00,872.0516385,1.31110034,0.460856,24.46
07/16/2013 14:00,832.1267366,1.290060051,0.471097,24.919
07/16/2013 15:00,514.02533,0.619907917,0.507067,24.895
07/16/2013 16:00,519.728973,1.497568273,0.49291,24.944
07/16/2013 17:00,391.1475644,1.286726724,0.463661,24.702
07/16/2013 18:00,222.1405753,0.899599577,0.492943,24.146
07/16/2013 19:00,66.34199663,0.28045325,0.566478,22.561
07/16/2013 20:00,2.601646625,0,0.772893,18.842
07/16/2013 21:00,0,0.185099075,0.853094,16.368
07/16/2013 22:00,0,0,0.931623,14.96
07/16/2013 23:00,0,0.79648675,0.89067,15.175
07/17/2013 0:00,0,0.050481575,0.918346,14.194
07/17/2013 1:00,0.100063365,0.484249,0.933427,13.57
07/17/2013 2:00,0,0.71609025,0.951863,12.944
07/17/2013 3:00,0,0.6730875,0.969463,12.316
07/17/2013 4:00,0.200126644,0.6188665,0.968242,12.074
07/17/2013 5:00,24.81571101,0.87501375,0.977856,11.88
07/17/2013 6:00,201.6276519,0.9423225,0.916795,13.81
07/17/2013 7:00,372.2355795,0.228101875,0.792352,17.629
07/17/2013 8:00,536.5395977,0.166402175,0.578622,22.369
07/17/2013 9:00,681.0310603,1.610625894,0.51788,24.267
07/17/2013 10:00,789.4996945,1.537078725,0.457875,25.258
07/17/2013 11:00,861.8453988,1.428995358,0.457952,26.5
07/17/2013 12:00,877.0549994,1.255589363,0.455125,26.256
07/17/2013 13:00,864.7473995,0.144740852,0.420552,27.456
07/17/2013 14:00,791.9012735,1.697121089,0.376574,28.32
07/17/2013 15:00,679.3300203,1.126489434,0.401687,28.32
07/17/2013 16:00,536.8398165,0.583654046,0.423247,27.899
07/17/2013 17:00,377.0386518,0.475003667,0.421927,27.702
07/17/2013 18:00,217.5377059,1.316112532,0.463991,26.426
07/17/2013 19:00,67.74287775,0.35150125,0.516659,24.919
07/17/2013 20:00,2.301456959,0,0.584452,22.8
07/17/2013 21:00,0,0.32719525,0.808742,18.628
07/17/2013 22:00,0.100063365,0,0.878735,16.939
07/17/2013 23:00,0,0.60016975,0.878504,16.844
07/18/2013 0:00,0,0.688045,0.896247,16.225
07/18/2013 1:00,0,0.73104775,0.922603,15.414
07/18/2013 2:00,0,0.69552375,0.943261,14.745
07/18/2013 3:00,0,0,0.97944,13.546
07/18/2013 4:00,0.200126644,0.58521225,0.985281,13.449
07/18/2013 5:00,23.21469546,0.72917825,0.984093,13.546
07/18/2013 6:00,197.4249315,0.58521225,0.903507,15.724
07/18/2013 7:00,365.9316702,0,0.769417,19.651
07/18/2013 8:00,473.2996163,0.4823795,0.669702,23.472
07/18/2013 9:00,669.8239772,0.507412719,0.532895,25.428
07/18/2013 10:00,768.3863335,0.26668455,0.454949,27.014
07/18/2013 11:00,770.7879125,1.341217819,0.414447,27.554
07/18/2013 12:00,930.789537,1.191238994,0.43758,28.295
07/18/2013 13:00,909.4753737,0.662727045,0.402853,28.717
07/18/2013 14:00,851.3388547,0.540135799,0.372988,29.19
07/18/2013 15:00,713.5517073,1.297999462,0.388817,29.065
07/18/2013 16:00,545.0450543,0.958943745,0.412445,28.742
07/18/2013 17:00,153.1969509,0.415432526,0.477191,26.916
07/18/2013 18:00,213.9354231,1.051264885,0.446743,27.727
07/18/2013 19:00,64.94110696,0.568388075,0.49511,26.353
07/18/2013 20:00,1.601012978,0,0.745173,21.461
07/18/2013 21:00,0,0,0.810546,19.318
07/18/2013 22:00,0,0.8525775,0.835505,18.628
07/18/2013 23:00,0,0.6375635,0.86273,17.867
07/19/2013 0:00,0,0.37580725,0.901714,16.725
07/19/2013 1:00,0,0.448725,0.914045,16.082
07/19/2013 2:00,0,0.60016975,0.933372,15.652
07/19/2013 3:00,0,0.7142205,0.948211,15.055
07/19/2013 4:00,0.100063365,0,0.955603,14.601
07/19/2013 5:00,38.42432175,0.57960325,0.943987,14.912
07/19/2013 6:00,132.7840434,0.5478185,0.891418,16.749
07/19/2013 7:00,204.6294972,0.30101975,0.877492,18.366
07/19/2013 8:00,401.9544129,0.77031125,0.696311,22.274
07/19/2013 9:00,655.4148458,0.226239926,0.500236,26.451
07/19/2013 10:00,765.4845897,0.758339873,0.467115,27.505
07/19/2013 11:00,751.7758261,1.077112081,0.488862,28.171
07/19/2013 12:00,932.7907101,0.578298908,0.444917,29.265
07/19/2013 13:00,1001.934366,1.136956088,0.426338,29.991
07/19/2013 14:00,243.5541551,0.772624585,0.469414,28.196
07/19/2013 15:00,232.0468531,0.500189399,0.49115,27.161
07/19/2013 16:00,165.2045889,0.075716573,0.519695,26.891
07/19/2013 17:00,434.8752946,0.995111204,0.491678,27.85
07/19/2013 18:00,155.7986472,0.536759834,0.474716,28.097
07/19/2013 19:00,38.22419588,0.6786965,0.658185,25.016
07/19/2013 20:00,1.400887105,0,0.707124,23.088
07/19/2013 21:00,0,0.28606225,0.786467,21.676
