DateTime,GloRad (W/m2),Wind Speed (m/s),Relative Humidity (0 - 0.99),Air Temp (*C)
07/01/2013 0:00,0,0.65999975,0.884653,11.013
07/01/2013 1:00,0.100063365,0.61138775,0.845031,11.765
07/01/2013 2:00,0,0.92923475,0.875292,10.989
07/01/2013 3:00,0.100063365,1.00402225,0.874478,10.648
07/01/2013 4:00,1.9012035,0.459943,0.977064,8.931
07/01/2013 5:00,45.52882021,0.8881015,0.964843,9.399
07/01/2013 6:00,247.1564379,1.217831378,0.828531,12.731
07/01/2013 7:00,411.9607922,0.339650804,0.681681,15.294
07/01/2013 8:00,577.7657331,0.438851091,0.644017,17.128
07/01/2013 9:00,759.5808294,1.04452803,0.634535,18.031
07/01/2013 10:00,314.0988036,0.803056418,0.647108,17.96
07/01/2013 11:00,381.5415054,0.91845823,0.604725,19.173
07/01/2013 12:00,454.787866,0.751605073,0.568744,19.744
07/01/2013 13:00,769.1868884,0.82585608,0.557612,21.294
07/01/2013 14:00,631.4997569,0.699797851,0.587719,21.151
07/01/2013 15:00,566.358447,0.567058013,0.51205,22.922
07/01/2013 16:00,331.7099832,0.34028325,0.575773,21.652
07/01/2013 17:00,381.7416227,0.7142205,0.554257,21.844
07/01/2013 18:00,250.3584861,0.871402881,0.546997,22.107
07/01/2013 19:00,108.3686184,0.734808658,0.614438,20.769
07/01/2013 20:00,3.602280271,0.001869688,0.811371,18.245
07/01/2013 21:00,0,0,0.895961,16.938
07/01/2013 22:00,0,0,0.965305,14.171
07/01/2013 23:00,0.100063365,0.3683285,0.99,12.995
07/02/2013 0:00,0,0.38702525,0.99,12.273
07/02/2013 1:00,0.100063365,0,0.99,11.013
07/02/2013 2:00,0,0,0.99,10.745
07/02/2013 3:00,0.100063365,0,0.99,10.16
07/02/2013 4:00,1.801139707,0,0.99,9.67
07/02/2013 5:00,40.72578213,0,0.99,9.841
07/02/2013 6:00,228.9449064,0.185099075,0.99,12.441
07/02/2013 7:00,396.751106,0.0467422,0.861498,16.104
07/02/2013 8:00,559.1538813,0.785647061,0.752598,18.721
07/02/2013 9:00,698.8423572,1.209086645,0.726011,20.769
07/02/2013 10:00,804.7093807,2.285731674,0.648329,22.394
07/02/2013 11:00,884.960361,1.517754442,0.613239,23.62
07/02/2013 12:00,896.3671333,1.695312749,0.556853,24.562
07/02/2013 13:00,884.3600947,1.471587775,0.557315,25.12
07/02/2013 14:00,826.7233124,1.857597205,0.490215,26.559
