DateTime,Cloudiness (0 - 1),Wind Speed (m/s),Relative Humidity (0 - 1),Air Temp (*C)
07/01/2013 0:00,1,0.65999975,0.80423,10.153
07/01/2013 1:00,0.999899937,0.61138775,0.76821,10.905
07/01/2013 2:00,1,0.92923475,0.79572,10.129
07/01/2013 3:00,0.999899937,1.00402225,0.79498,9.788
07/01/2013 4:00,0.998098796,0.459943,0.88824,8.071
07/01/2013 5:00,0.95447118,0.8881015,0.87713,8.539
07/01/2013 6:00,0.752843562,1.217831378,0.75321,11.871
07/01/2013 7:00,0.588039208,0.339650804,0.61971,14.434
07/01/2013 8:00,0.422234267,0.438851091,0.58547,16.268
07/01/2013 9:00,0.240419171,1.04452803,0.57685,17.171
07/01/2013 10:00,0.685901196,0.803056418,0.58828,17.1
07/01/2013 11:00,0.618458495,0.91845823,0.54975,18.313
07/01/2013 12:00,0.545212134,0.751605073,0.51704,18.884
07/01/2013 13:00,0.230813112,0.82585608,0.50692,20.434
07/01/2013 14:00,0.368500243,0.699797851,0.53429,20.291
07/01/2013 15:00,0.433641553,0.567058013,0.4655,22.062
07/01/2013 16:00,0.668290017,0.34028325,0.52343,20.792
07/01/2013 17:00,0.618258377,0.7142205,0.50387,20.984
07/01/2013 18:00,0.749641514,0.871402881,0.49727,21.247
07/01/2013 19:00,0.891631382,0.734808658,0.55858,19.909
07/01/2013 20:00,0.99639772,0.001869688,0.73761,17.385
07/01/2013 21:00,1,0,0.81451,16.078
07/01/2013 22:00,1,0,0.87755,13.311
07/01/2013 23:00,0.999899937,0.3683285,0.91088,12.135
07/02/2013 0:00,1,0.38702525,0.92416,11.413
07/02/2013 1:00,0.999899937,0,0.95068,10.153
07/02/2013 2:00,1,0,0.94793,9.885
07/02/2013 3:00,0.999899937,0,0.96711,9.3
07/02/2013 4:00,0.99819886,0,0.9718,8.81
07/02/2013 5:00,0.959274218,0,0.97952,8.981
07/02/2013 6:00,0.771055094,0.185099075,0.9277,11.581
07/02/2013 7:00,0.603248894,0.0467422,0.78318,15.244
07/02/2013 8:00,0.440846119,0.785647061,0.68418,17.861
07/02/2013 9:00,0.301157643,1.209086645,0.66001,19.909
07/02/2013 10:00,0.195290619,2.285731674,0.58939,21.534
07/02/2013 11:00,0.115039639,1.517754442,0.55749,22.76
07/02/2013 12:00,0.103632867,1.695312749,0.50623,23.702
07/02/2013 13:00,0.115639905,1.471587775,0.50665,24.26
07/02/2013 14:00,0.173276688,1.857597205,0.44565,25.699
07/02/2013 15:00,0.87722225,0.52581772,0.48941,24.26
07/02/2013 16:00,0.870317903,0.378735239,0.66128,22.014
07/02/2013 17:00,0.877922704,0.31784675,0.70834,21.702
07/02/2013 18:00,0.907141201,0,0.78171,21.319
