DateTime,Cloudiness (0 - 1),Wind Speed (m/s),Relative Humidity (0 - 1),Air Temp (*C)
07/01/2013 0:00,1,0.65999975,0.80423,11.443
07/01/2013 1:00,0.999899937,0.61138775,0.76821,12.195
07/01/2013 2:00,1,0.92923475,0.79572,11.419
07/01/2013 3:00,0.999899937,1.00402225,0.79498,11.078
07/01/2013 4:00,0.998098796,0.459943,0.88824,9.361
07/01/2013 5:00,0.95447118,0.8881015,0.87713,9.829
07/01/2013 6:00,0.752843562,1.217831378,0.75321,13.161
07/01/2013 7:00,0.588039208,0.339650804,0.61971,15.724
07/01/2013 8:00,0.422234267,0.438851091,0.58547,17.558
07/01/2013 9:00,0.240419171,1.04452803,0.57685,18.461
07/01/2013 10:00,0.685901196,0.803056418,0.58828,18.39
07/01/2013 11:00,0.618458495,0.91845823,0.54975,19.603
07/01/2013 12:00,0.545212134,0.751605073,0.51704,20.174
07/01/2013 13:00,0.230813112,0.82585608,0.50692,21.724
07/01/2013 14:00,0.368500243,0.699797851,0.53429,21.581
07/01/2013 15:00,0.433641553,0.567058013,0.4655,23.352
07/01/2013 16:00,0.668290017,0.34028325,0.52343,22.082
07/01/2013 17:00,0.618258377,0.7142205,0.50387,22.274
07/01/2013 18:00,0.749641514,0.871402881,0.49727,22.537
07/01/2013 19:00,0.891631382,0.734808658,0.55858,21.199
07/01/2013 20:00,0.99639772,0.001869688,0.73761,18.675
07/01/2013 21:00,1,0,0.81451,17.368
07/01/2013 22:00,1,0,0.87755,14.601
07/01/2013 23:00,0.999899937,0.3683285,0.91088,13.425
07/02/2013 0:00,1,0.38702525,0.92416,12.703
07/02/2013 1:00,0.999899937,0,0.95068,11.443
07/02/2013 2:00,1,0,0.94793,11.175
07/02/2013 3:00,0.999899937,0,0.96711,10.59
07/02/2013 4:00,0.99819886,0,0.9718,10.1
07/02/2013 5:00,0.959274218,0,0.97952,10.271
07/02/2013 6:00,0.771055094,0.185099075,0.9277,12.871
07/02/2013 7:00,0.603248894,0.0467422,0.78318,16.534
07/02/2013 8:00,0.440846119,0.785647061,0.68418,19.151
07/02/2013 9:00,0.301157643,1.209086645,0.66001,21.199
07/02/2013 10:00,0.195290619,2.285731674,0.58939,22.824
07/02/2013 11:00,0.115039639,1.517754442,0.55749,24.05
07/02/2013 12:00,0.103632867,1.695312749,0.50623,24.992
07/02/2013 13:00,0.115639905,1.471587775,0.50665,25.55
07/02/2013 14:00,0.173276688,1.857597205,0.44565,26.989
07/02/2013 15:00,0.87722225,0.52581772,0.48941,25.55
07/02/2013 16:00,0.870317903,0.378735239,0.66128,23.304
07/02/2013 17:00,0.877922704,0.31784675,0.70834,22.992
07/02/2013 18:00,0.907141201,0,0.78171,22.609
07/02/2013 19:00,0.9459658,0,0.78792,22.154
07/02/2013 20:00,0.9969981,0,0.86742,18.866
07/02/2013 21:00,1,0.001869688,0.92927,17.177
07/02/2013 22:00,1,0,0.95896,15.939
07/02/2013 23:00,0.999899937,0.412976683,0.97685,15.318
07/03/2013 0:00,0.999899937,0,0.94966,14.266
07/03/2013 1:00,1,0.179499738,0.96226,13.882
07/03/2013 2:00,1,0.034475334,0.959,13.233
07/03/2013 3:00,1,0,0.9614,12.509
07/03/2013 4:00,0.998899303,0.001869688,0.95832,11.832
07/03/2013 5:00,0.961375552,0,0.9836,11.662
07/03/2013 6:00,0.773156454,0,0.93576,14.194
07/03/2013 7:00,0.602548441,0.145835625,0.84514,18.105
07/03/2013 8:00,0.452853671,0.73960499,0.71232,20.889
07/03/2013 9:00,0.580934744,0.714230466,0.67998,21.724
07/03/2013 10:00,0.401421125,1.385901288,0.6187,23.352
07/03/2013 11:00,0.270738442,2.59877758,0.5376,25.258
07/03/2013 12:00,0.35178972,1.82389525,0.52361,25.647
07/03/2013 13:00,0.111437185,2.335244997,0.51281,27.063
07/03/2013 14:00,0.197992331,1.919845106,0.49265,26.818
07/03/2013 15:00,0.300857424,1.893805306,0.43915,27.014
07/03/2013 16:00,0.448951169,2.200462361,0.3696,27.382
07/03/2013 17:00,0.763350192,1.742614862,0.40952,26.598
07/03/2013 18:00,0.900136753,0.417677417,0.48603,25.162
07/03/2013 19:00,0.950268519,0.35711025,0.62277,23.232
07/03/2013 20:00,0.997398353,0.0467422,0.70714,20.627
07/03/2013 21:00,1,0,0.8311,17.986
07/03/2013 22:00,1,0,0.87604,16.32
07/03/2013 23:00,0.999899937,0.185099075,0.89653,15.724
07/04/2013 0:00,1,0,0.90096,15.796
07/04/2013 1:00,1,0.59082125,0.88007,15.986
07/04/2013 2:00,1,0.58708175,0.88108,16.296
07/04/2013 3:00,1,0.001869688,0.86722,16.582
07/04/2013 4:00,0.998599113,0,0.89927,16.082
07/04/2013 5:00,0.957573144,0,0.93338,15.7
07/04/2013 6:00,0.782262177,0.170141575,0.86329,18.033
07/04/2013 7:00,0.661785905,1.149299747,0.70889,21.557
07/04/2013 8:00,0.452253319,1.669735682,0.60391,23.665
07/04/2013 9:00,0.307561739,1.57160771,0.55772,24.629
07/04/2013 10:00,0.610653577,0.495308415,0.57693,23.954
07/04/2013 11:00,0.559521164,0.155858386,0.54217,25.817
07/04/2013 12:00,0.641873333,0.4874008,0.52536,25.768
07/04/2013 13:00,0.230412877,1.315304853,0.57855,26.671
07/04/2013 14:00,0.64327424,1.103274187,0.57779,25.963
07/04/2013 15:00,0.829692206,1.288517221,0.57026,25.72
07/04/2013 16:00,0.565324908,1.022575503,0.54272,26.426
07/04/2013 17:00,0.604349582,1.962535188,0.53452,26.207
07/04/2013 18:00,0.795870753,1.931578253,0.55962,25.501
07/04/2013 19:00,0.942363517,0.198583338,0.58486,24.484
07/04/2013 20:00,0.99609753,1.06011275,0.6806,21.246
07/04/2013 21:00,1,0.108441875,0.77221,19.389
07/04/2013 22:00,1,0.27110475,0.82877,18.057
07/04/2013 23:00,1,0,0.84652,17.034
07/05/2013 0:00,1,0.005609063,0.87002,16.511
07/05/2013 1:00,0.999899937,0.7273085,0.89355,15.485
07/05/2013 2:00,1,0.75909325,0.89175,15.509
07/05/2013 3:00,1,0.170141575,0.87454,16.368
07/05/2013 4:00,0.999199493,0.248668425,0.94111,14.457
07/05/2013 5:00,0.972982896,0,0.95155,14.888
07/05/2013 6:00,0.773456587,0.335675362,0.78951,20.341
07/05/2013 7:00,0.862512986,1.284805825,0.66416,22.034
07/05/2013 8:00,0.819685826,2.473195156,0.66757,22.106
07/05/2013 9:00,0.307961974,2.700380665,0.55903,24.46
07/05/2013 10:00,0.202795404,2.64326812,0.52561,25.258
07/05/2013 11:00,0.12974916,2.153576441,0.49654,26.109
07/05/2013 12:00,0.058803849,3.127309261,0.44884,26.94
07/05/2013 13:00,0.319169057,4.054692345,0.44977,26.622
07/05/2013 14:00,0.198192534,2.875766894,0.4662,27.063
07/05/2013 15:00,0.325673169,2.609754302,0.45428,27.677
07/05/2013 16:00,0.553517388,2.752592078,0.49669,26.475
07/05/2013 17:00,0.595543992,1.840514475,0.52825,25.793
07/05/2013 18:00,0.744438207,3.078759709,0.5196,25.258
07/05/2013 19:00,0.93615959,1.520396236,0.55839,23.809
07/05/2013 20:00,0.997398353,1.071396254,0.62796,22.513
07/05/2013 21:00,0.999899937,1.589504828,0.65337,22.202
07/05/2013 22:00,1,2.729773401,0.65203,21.772
07/05/2013 23:00,1,1.251569744,0.69456,21.127
07/06/2013 0:00,1,0.865534061,0.72138,20.746
07/06/2013 1:00,0.999899937,1.47103049,0.72775,20.579
07/06/2013 2:00,0.999899937,0.3514465,0.74729,20.079
07/06/2013 3:00,0.999899937,0.587129562,0.76886,19.698
07/06/2013 4:00,0.999599747,1.5803018,0.76245,19.912
07/06/2013 5:00,0.994496516,0.848222247,0.75868,19.888
07/06/2013 6:00,0.955872069,2.48319077,0.76268,19.888
07/06/2013 7:00,0.927954395,1.423573833,0.86659,18.628
07/06/2013 8:00,0.902538332,0.998017409,0.88174,18.485
07/06/2013 9:00,0.572029052,1.047634259,0.80771,20.793
07/06/2013 10:00,0.121644281,2.753059767,0.70205,23.424
07/06/2013 11:00,0.098729693,2.513870549,0.65053,24.412
07/06/2013 12:00,0.263133556,1.737938562,0.63737,24.339
07/06/2013 13:00,0.57763268,1.856412393,0.65742,24.557
07/06/2013 14:00,0.214602839,2.538502091,0.59459,25.574
07/06/2013 15:00,0.329275452,3.24198066,0.56057,25.939
07/06/2013 16:00,0.471765656,3.444758168,0.56208,26.109
07/06/2013 17:00,0.610653577,2.549980213,0.55346,25.793
07/06/2013 18:00,0.77535783,2.393998156,0.56311,25.113
07/06/2013 19:00,0.919549074,1.107789449,0.62167,24.05
07/06/2013 20:00,0.99609753,0.384996714,0.6926,22.633
07/06/2013 21:00,0.999899937,0.931421507,0.75442,21.485
07/06/2013 22:00,1,0.604866185,0.7595,20.865
07/06/2013 23:00,0.999899937,1.130664897,0.75562,20.793
07/07/2013 0:00,1,0.738242444,0.75763,20.507
07/07/2013 1:00,1,1.706124616,0.74968,20.555
07/07/2013 2:00,1,1.961158703,0.75366,20.388
07/07/2013 3:00,1,1.351482758,0.79912,19.413
07/07/2013 4:00,0.998899303,0.474152895,0.82616,18.747
07/07/2013 5:00,0.970181125,0.169966832,0.82177,18.771
07/07/2013 6:00,0.807077836,0.254421821,0.79122,20.079
07/07/2013 7:00,0.617557924,1.012806336,0.73128,21.652
07/07/2013 8:00,0.457256423,2.096793534,0.68256,22.992
07/07/2013 9:00,0.341483122,2.519030411,0.66525,23.857
07/07/2013 10:00,0.224108882,2.431741773,0.63549,25.04
07/07/2013 11:00,0.141656868,2.453725334,0.59389,25.72
07/07/2013 12:00,0.296554773,2.512262567,0.57471,25.987
07/07/2013 13:00,0.16717281,2.712623099,0.58458,26.329
07/07/2013 14:00,0.212801697,3.76995784,0.56084,26.549
07/07/2013 15:00,0.381208335,3.161097838,0.53457,26.695
07/07/2013 16:00,0.499883465,2.485041915,0.54027,26.475
07/07/2013 17:00,0.792368572,1.56253655,0.58473,25.817
07/07/2013 18:00,0.77705887,2.751447675,0.57849,25.186
07/07/2013 19:00,0.9347587,2.554780343,0.59421,24.339
07/07/2013 20:00,0.995997466,0.694721695,0.63175,22.968
07/07/2013 21:00,1,0.114708033,0.68956,21.294
07/07/2013 22:00,0.999899937,0.187761696,0.68723,20.984
07/07/2013 23:00,1,0.108908282,0.70901,20.222
07/08/2013 0:00,0.999899937,0.080396575,0.70403,19.746
07/08/2013 1:00,0.999899937,0.452920067,0.70836,19.413
07/08/2013 2:00,1,0.460493891,0.70243,18.889
07/08/2013 3:00,0.999899937,0.428611303,0.68943,18.652
07/08/2013 4:00,0.99789867,0.37956492,0.68991,18.438
07/08/2013 5:00,0.955471818,0.701362249,0.6913,18.557
07/08/2013 6:00,0.791167782,0.721227017,0.67453,19.841
07/08/2013 7:00,0.618158276,1.311134828,0.59343,21.676
07/08/2013 8:00,0.46626213,1.423952146,0.52628,23.232
