STREAM_KM,LONGDD,LATDD,TopoWest,TopoSouth,TopoEast,Veg0_EMERG,Veg1_NE,Veg2_NE,Veg3_NE,Veg4_NE,Veg5_NE,Veg6_NE,Veg7_NE,Veg8_NE,Veg1_E,Veg2_E,Veg3_E,Veg4_E,Veg5_E,Veg6_E,Veg7_E,Veg8_E,Veg1_SE,Veg2_SE,Veg3_SE,Veg4_SE,Veg5_SE,Veg6_SE,Veg7_SE,Veg8_SE,Veg1_S,Veg2_S,Veg3_S,Veg4_S,Veg5_S,Veg6_S,Veg7_S,Veg8_S,Veg1_SW,Veg2_SW,Veg3_SW,Veg4_SW,Veg5_SW,Veg6_SW,Veg7_SW,Veg8_SW,Veg1_W,Veg2_W,Veg3_W,Veg4_W,Veg5_W,Veg6_W,Veg7_W,Veg8_W,Veg1_NW,Veg2_NW,Veg3_NW,Veg4_NW,Veg5_NW,Veg6_NW,Veg7_NW,Veg8_NW,ELEV_V1_NE,ELEV_V2_NE,ELEV_V3_NE,ELEV_V4_NE,ELEV_V5_NE,ELEV_V6_NE,ELEV_V7_NE,ELEV_V8_NE,ELEV_V1_E,ELEV_V2_E,ELEV_V3_E,ELEV_V4_E,ELEV_V5_E,ELEV_V6_E,ELEV_V7_E,ELEV_V8_E,ELEV_V1_SE,ELEV_V2_SE,ELEV_V3_SE,ELEV_V4_SE,ELEV_V5_SE,ELEV_V6_SE,ELEV_V7_SE,ELEV_V8_SE,ELEV_V1_S,ELEV_V2_S,ELEV_V3_S,ELEV_V4_S,ELEV_V5_S,ELEV_V6_S,ELEV_V7_S,ELEV_V8_S,ELEV_V1_SW,ELEV_V2_SW,ELEV_V3_SW,ELEV_V4_SW,ELEV_V5_SW,ELEV_V6_SW,ELEV_V7_SW,ELEV_V8_SW,ELEV_V1_W,ELEV_V2_W,ELEV_V3_W,ELEV_V4_W,ELEV_V5_W,ELEV_V6_W,ELEV_V7_W,ELEV_V8_W,ELEV_V1_NW,ELEV_V2_NW,ELEV_V3_NW,ELEV_V4_NW,ELEV_V5_NW,ELEV_V6_NW,ELEV_V7_NW,ELEV_V8_NW,LAT_V1_NE,LAT_V2_NE,LAT_V3_NE,LAT_V4_NE,LAT_V5_NE,LAT_V6_NE,LAT_V7_NE,LAT_V8_NE,LAT_V1_E,LAT_V2_E,LAT_V3_E,LAT_V4_E,LAT_V5_E,LAT_V6_E,LAT_V7_E,LAT_V8_E,LAT_V1_SE,LAT_V2_SE,LAT_V3_SE,LAT_V4_SE,LAT_V5_SE,LAT_V6_SE,LAT_V7_SE,LAT_V8_SE,LAT_V1_S,LAT_V2_S,LAT_V3_S,LAT_V4_S,LAT_V5_S,LAT_V6_S,LAT_V7_S,LAT_V8_S,LAT_V1_SW,LAT_V2_SW,LAT_V3_SW,LAT_V4_SW,LAT_V5_SW,LAT_V6_SW,LAT_V7_SW,LAT_V8_SW,LAT_V1_W,LAT_V2_W,LAT_V3_W,LAT_V4_W,LAT_V5_W,LAT_V6_W,LAT_V7_W,LAT_V8_W,LAT_V1_NW,LAT_V2_NW,LAT_V3_NW,LAT_V4_NW,LAT_V5_NW,LAT_V6_NW,LAT_V7_NW,LAT_V8_NW,LON_V1_NE,LON_V2_NE,LON_V3_NE,LON_V4_NE,LON_V5_NE,LON_V6_NE,LON_V7_NE,LON_V8_NE,LON_V1_E,LON_V2_E,LON_V3_E,LON_V4_E,LON_V5_E,LON_V6_E,LON_V7_E,LON_V8_E,LON_V1_SE,LON_V2_SE,LON_V3_SE,LON_V4_SE,LON_V5_SE,LON_V6_SE,LON_V7_SE,LON_V8_SE,LON_V1_S,LON_V2_S,LON_V3_S,LON_V4_S,LON_V5_S,LON_V6_S,LON_V7_S,LON_V8_S,LON_V1_SW,LON_V2_SW,LON_V3_SW,LON_V4_SW,LON_V5_SW,LON_V6_SW,LON_V7_SW,LON_V8_SW,LON_V1_W,LON_V2_W,LON_V3_W,LON_V4_W,LON_V5_W,LON_V6_W,LON_V7_W,LON_V8_W,LON_V1_NW,LON_V2_NW,LON_V3_NW,LON_V4_NW,LON_V5_NW,LON_V6_NW,LON_V7_NW
73,16.1356053971,47.345425197,14.0362434679,9.462322208,10.0079798014,0,227,227,113,113,113,113,113,113,0,227,113,113,113,113,187,134,0,0,0,227,227,227,227,227,0,227,227,227,227,214,101,101,227,227,227,227,187,187,134,134,0,227,127,187,191,191,134,134,0,0,0,227,227,227,227,227,363,364,365,365,365,365,365,365,0,363,365,365,365,365,365,365,0,0,0,363,363,363,364,364,0,363,363,364,364,365,365,365,363,364,365,365,365,365,366,366,0,363,365,365,365,365,365,366,0,0,0,363,363,364,364,364,47.3454634588,47.3455017206,47.3455399824,47.3455782442,47.3456165059,47.3456547676,47.3456930293,47.345731291,0,47.3454254708,47.3454256077,47.3454257445,47.3454258812,47.3454260179,47.3454261545,47.3454262911,0,0,0,47.3452729243,47.345234856,47.3451967877,47.3451587194,47.3451206511,0,47.3453172501,47.3452632766,47.3452093032,47.3451553297,47.3451013563,47.3450473828,47.3449934094,47.3453869351,47.3453486732,47.3453104113,47.3452721493,47.3452338874,47.3451956254,47.3451573633,47.3451191013,0,47.3454249229,47.3454247858,47.3454246486,47.3454245114,47.3454243741,47.3454242367,47.3454240993,0,0,0,47.3455774693,47.3456155373,47.3456536052,47.3456916732,47.3457297411,16.1356614071,16.1357174172,16.1357734274,16.1358294376,16.135885448,16.1359414584,16.1359974689,16.1360534794,0,16.1357642203,16.135843632,16.1359230436,16.1360024552,16.1360818668,16.1361612784,16.13624069,0,0,0,16.1358305765,16.1358868711,16.1359431657,16.1359994602,16.1360557546,0,16.1356058002,16.1356060018,16.1356062033,16.1356064049,16.1356066064,16.135606808,16.1356070095,16.1355493872,16.1354933774,16.1354373676,16.1353813579,16.1353253483,16.1352693388,16.1352133294,16.13515732,0,16.1354465739,16.1353671623,16.1352877507,16.1352083391,16.1351289275,16.1350495159,16.1349701043,0,0,0,16.1353802165,16.1353239211,16.1352676257,16.1352113302
72.95,16.1359272698,47.3450322893,10.0079798014,4.08561678,8.53076561,0,0,227,187,134,134,134,134,134,0,227,187,134,134,191,191,191,0,0,0,249,227,227,227,187,0,0,234,214,214,127,101,101,0,214,214,101,101,101,101,101,0,214,214,101,101,101,187,187,0,0,0,227,227,227,227,227,0,364,365,365,365,365,365,365,0,363,364,364,365,365,365,365,0,0,0,363,363,363,363,363,0,0,363,363,364,364,364,364,0,363,365,365,365,365,365,365,0,363,365,365,365,365,365,365,0,0,0,363,363,363,364,364,0,47.3451088126,47.3451470743,47.3451853359,47.3452235975,47.345261859,47.3453001205,47.345338382,0,47.3450325627,47.3450326993,47.3450328359,47.3450329724,47.3450331089,47.3450332453,47.3450333816,0,0,0,47.3448800159,47.3448419475,47.3448038791,47.3447658106,47.3447277421,0,0,47.3448703689,47.3448163955,47.344762422,47.3447084486,47.3446544751,47.3446005016,0,47.3449557658,47.3449175041,47.3448792423,47.3448409804,47.3448027186,47.3447644567,47.3447261948,0,47.3450320157,47.3450318788,47.3450317418,47.3450316048,47.3450314677,47.3450313306,47.3450311934,0,0,0,47.3451845622,47.3452226304,47.3452606985,47.3452987666,47.3453368347,0,16.1360392896,16.1360952995,16.1361513096,16.1362073198,16.13626333,16.1363193403,16.1363753507,0,16.1360860919,16.1361655029,16.1362449139,16.1363243249,16.1364037359,16.136483147,16.136562558,0,0,0,16.1361524466,16.1362087406,16.1362650345,16.1363213283,16.1363776221,0,0,16.1359278735,16.1359280747,16.1359282759,16.1359284771,16.1359286784,16.1359288796,0,16.1358152504,16.1357592409,16.1357032314,16.1356472219,16.1355912126,16.1355352033,16.1354791942,0,16.1357684478,16.1356890368,16.1356096258,16.1355302148,16.1354508038,16.1353713927,16.1352919817,0,0,0,16.1357020918,16.1356457971,16.1355895023,16.1355332074
72.9,16.1362440841,47.3446378075,11.309932474,5.9061411138,14.0362434679,0,0,227,187,191,191,191,191,191,0,227,187,187,191,191,191,191,0,0,0,0,249,227,227,227,0,234,234,214,127,101,101,101,0,214,101,101,101,101,101,101,0,234,127,101,101,101,101,101,0,0,0,234,234,234,214,214,0,363,364,364,364,365,364,364,0,363,364,364,364,364,364,364,0,0,0,0,362,363,363,363,0,362,362,363,364,364,364,364,0,363,364,364,364,364,364,364,0,363,364,364,364,365,365,365,0,0,0,363,363,363,363,364,0,47.3447143306,47.344752592,47.3447908535,47.3448291149,47.3448673763,47.3449056377,47.344943899,0,47.3446380805,47.3446382169,47.3446383533,47.3446384895,47.3446386258,47.344638762,47.3446388981,0,0,0,0,47.3444474649,47.3444093963,47.3443713277,47.344333259,0,47.3445298606,47.3444758871,47.3444219137,47.3443679402,47.3443139668,47.3442599933,47.3442060198,0,47.3445612844,47.3445230227,47.3444847611,47.3444464994,47.3444082377,47.344369976,47.3443317142,0,47.3446375343,47.3446373976,47.3446372609,47.3446371241,47.3446369873,47.3446368504,47.3446367134,0,0,0,47.3447900811,47.3448281494,47.3448662177,47.344904286,47.3449423542,0,16.1363561034,16.1364121132,16.1364681231,16.1365241331,16.1365801431,16.1366361532,16.1366921634,0,16.1364029049,16.1364823154,16.1365617258,16.1366411362,16.1367205466,16.1367999571,16.1368793675,0,0,0,0,16.1365255516,16.1365818448,16.136638138,16.1366944311,0,16.1362444859,16.1362446868,16.1362448877,16.1362450885,16.1362452894,16.1362454903,16.1362456912,0,16.1361320651,16.1360760557,16.1360200463,16.1359640371,16.135908028,16.1358520189,16.1357960099,0,16.1360852632,16.1360058528,16.1359264424,16.135847032,16.1357676215,16.1356882111,16.1356088007,0,0,0,16.1360189086,16.1359626146,16.1359063204,16.1358500262
72.85,16.1366037454,47.3442605575,18.4349488229,12.5288077092,21.8014094864,0,0,227,187,191,191,191,191,191,0,227,187,187,206,206,206,206,0,0,0,0,0,0,0,0,0,234,214,127,127,101,101,206,234,214,101,101,101,101,101,101,0,214,127,101,101,101,101,101,0,0,0,0,234,234,234,234,0,363,364,364,364,364,364,364,0,362,364,364,364,364,364,364,0,0,0,0,0,0,0,0,0,362,362,363,364,363,363,363,362,363,364,364,364,364,364,364,0,362,364,364,364,364,364,364,0,0,0,0,362,362,362,363,0,47.3443370802,47.3443753415,47.3444136028,47.3444518641,47.3444901253,47.3445283865,47.3445666476,0,47.34426083,47.3442609662,47.3442611023,47.3442612383,47.3442613743,47.3442615102,47.3442616461,0,0,0,0,0,0,0,0,0,47.3441526106,47.3440986371,47.3440446637,47.3439906902,47.3439367167,47.3438827433,47.3438287698,47.3442222961,47.3441840347,47.3441457733,47.3441075118,47.3440692503,47.3440309888,47.3439927272,47.3439544656,0,47.3442602848,47.3442601484,47.3442600119,47.3442598754,47.3442597388,47.3442596021,47.3442594654,0,0,0,0,47.3444509003,47.3444889688,47.3445270372,47.3445651056,0,16.1367157645,16.1367717742,16.1368277839,16.1368837937,16.1369398036,16.1369958136,16.1370518237,0,16.1367625651,16.136841975,16.1369213849,16.1370007947,16.1370802046,16.1371596145,16.1372390243,0,0,0,0,0,0,0,0,0,16.1366041465,16.136604347,16.1366045475,16.136604748,16.1366049486,16.1366051491,16.1366053496,16.136547736,16.1364917267,16.1364357174,16.1363797082,16.1363236991,16.1362676901,16.1362116812,16.1361556723,0,16.1364449257,16.1363655158,16.136286106,16.1362066961,16.1361272863,16.1360478764,16.1359684665,0,0,0,0,16.1363222792,16.1362659857,16.1362096921
72.8,16.1370317415,47.343920159,21.8014094864,18.4349488229,12.5288077092,0,0,227,187,206,206,206,206,206,0,227,227,187,191,191,191,191,0,0,0,0,0,0,0,0,0,234,214,206,206,206,134,206,0,214,206,206,206,206,134,134,0,234,214,127,101,101,101,101,0,0,0,0,0,0,0,0,0,362,363,364,364,364,364,363,0,362,362,363,364,364,363,363,0,0,0,0,0,0,0,0,0,362,363,363,363,363,363,363,0,363,363,363,363,363,365,365,0,362,363,363,363,363,363,364,0,0,0,0,0,0,0,0,0,47.3439966813,47.3440349424,47.3440732035,47.3441114645,47.3441497255,47.3441879865,47.3442262475,0,47.3439204309,47.3439205667,47.3439207025,47.3439208383,47.343920974,47.3439211096,47.3439212452,0,0,0,0,0,0,0,0,0,47.3438122121,47.3437582386,47.3437042651,47.3436502917,47.3435963182,47.3435423447,47.3434883712,0,47.3438436366,47.3438053754,47.3437671141,47.3437288528,47.3436905915,47.3436523301,47.3436140688,0,47.3439198869,47.3439197508,47.3439196146,47.3439194783,47.343919342,47.3439192057,47.3439190693,0,0,0,0,0,0,0,0,0,16.1371437604,16.13719977,16.1372557797,16.1373117895,16.1373677994,16.1374238093,16.1374798193,0,16.1371905602,16.1372699695,16.1373493789,16.1374287882,16.1375081976,16.1375876069,16.1376670163,0,0,0,0,0,0,0,0,0,16.1370321416,16.1370323417,16.1370325418,16.1370327419,16.137032942,16.137033142,16.1370333421,0,16.1369197228,16.1368637136,16.1368077045,16.1367516954,16.1366956865,16.1366396776,16.1365836688,0,16.1368729227,16.1367935134,16.136714104,16.1366346947,16.1365552853,16.136475876,16.1363964667,0,0,0,0,0,0,0
72.75,16.1375022664,47.343603898,10.3048464688,7.1250163489,11.309932474,0,0,187,191,191,191,191,191,191,0,227,187,191,191,191,191,191,0,0,0,0,0,0,0,249,0,234,214,127,206,206,206,206,0,214,206,206,206,206,206,134,0,234,214,206,206,206,206,206,0,0,0,0,0,0,0,0,0,362,363,364,363,363,363,363,0,361,363,363,363,363,363,363,0,0,0,0,0,0,0,361,0,361,361,362,363,363,363,363,0,362,363,363,363,363,364,364,0,362,362,363,363,363,363,363,0,0,0,0,0,0,0,0,0,47.3436804199,47.3437186807,47.3437569416,47.3437952024,47.3438334632,47.343871724,47.3439099847,0,47.3436041693,47.3436043048,47.3436044403,47.3436045757,47.3436047111,47.3436048464,47.3436049816,0,0,0,0,0,0,0,47.3432993445,0,47.3434959511,47.3434419776,47.3433880042,47.3433340307,47.3432800572,47.3432260837,47.3431721103,0,47.3435273761,47.3434891151,47.3434508541,47.343412593,47.3433743319,47.3433360708,47.3432978096,0,47.3436036266,47.3436034908,47.3436033549,47.343603219,47.343603083,47.343602947,47.3436028109,0,0,0,0,0,0,0,0,0,16.1376142854,16.137670295,16.1377263047,16.1377823145,16.1378383244,16.1378943343,16.1379503443,0,16.1376610842,16.1377404931,16.137819902,16.1378993108,16.1379787197,16.1380581286,16.1381375375,0,0,0,0,0,0,0,16.1379525974,0,16.1375026656,16.1375028652,16.1375030648,16.1375032644,16.137503464,16.1375036636,16.1375038632,0,16.1373902478,16.1373342385,16.1372782294,16.1372222204,16.1371662114,16.1371102025,16.1370541937,0,16.1373434487,16.1372640398,16.1371846309,16.137105222,16.1370258132,16.1369464043,16.1368669954,0,0,0,0,0,0,0
72.7,16.1378973702,47.3432445302,15.9453959009,8.1301023542,21.8014094864,0,0,227,227,187,191,191,191,191,0,227,227,227,227,227,187,191,0,0,0,249,227,227,227,227,0,0,234,214,214,206,206,206,0,214,206,206,206,206,206,206,0,214,127,206,206,206,206,206,0,0,0,0,0,234,234,234,0,361,362,363,363,363,362,363,0,361,363,363,363,363,363,363,0,0,0,361,361,361,362,363,0,0,361,361,362,362,363,363,0,361,363,363,363,363,363,363,0,361,362,363,363,363,363,363,0,0,0,0,0,361,361,361,0,47.3433210517,47.3433593124,47.343397573,47.3434358336,47.3434740942,47.3435123548,47.3435506154,0,47.3432448009,47.3432449362,47.3432450714,47.3432452065,47.3432453416,47.3432454767,47.3432456116,0,0,0,47.3430922529,47.3430541835,47.3430161141,47.3429780446,47.3429399752,0,0,47.3430826098,47.3430286363,47.3429746628,47.3429206894,47.3428667159,47.3428127424,0,47.3431680087,47.3431297479,47.343091487,47.3430532261,47.3430149652,47.3429767043,47.3429384434,0,47.3432442593,47.3432441238,47.3432439882,47.3432438526,47.3432437169,47.3432435811,47.3432434453,0,0,0,0,0,47.3434729454,47.3435110145,47.3435490835,0,16.138009389,16.1380653985,16.1381214082,16.1381774178,16.1382334276,16.1382894375,16.1383454474,0,16.1380561869,16.1381355952,16.1382150036,16.1382944119,16.1383738203,16.1384532286,16.138532637,0,0,0,16.1381225337,16.1381788244,16.138235115,16.1382914055,16.1383476959,0,0,16.1378979678,16.137898167,16.1378983662,16.1378985654,16.1378987646,16.1378989638,0,16.1377853517,16.1377293426,16.1376733336,16.1376173246,16.1375613157,16.1375053069,16.1374492982,0,16.1377385535,16.1376591452,16.1375797368,16.1375003285,16.1374209202,16.1373415118,16.1372621035,0,0,0,0,0,16.1375596226,16.137503331
72.65,16.1381721232,47.3428364444,18.4349488229,5.7105931375,11.309932474,0,0,227,227,227,227,227,187,191,0,214,214,214,214,187,187,191,0,0,214,214,214,214,187,187,0,0,0,215,101,101,101,267,0,101,187,187,187,187,187,187,0,214,206,206,206,206,206,136,0,0,234,234,214,214,127,127,0,361,363,363,363,363,363,363,0,361,362,363,363,363,363,364,0,0,360,361,363,363,363,363,0,0,0,360,360,361,361,361,0,361,363,363,363,363,363,363,0,361,363,363,363,363,363,364,0,0,361,361,361,362,362,363,0,47.3429129656,47.3429512261,47.3429894867,47.3430277472,47.3430660076,47.3431042681,47.3431425285,0,47.3428367147,47.3428368498,47.3428369848,47.3428371198,47.3428372547,47.3428373895,47.3428375243,0,0,47.3427222361,47.3426841666,47.342646097,47.3426080274,47.3425699579,47.3425318882,0,0,0,47.3426205505,47.342566577,47.3425126035,47.34245863,47.3424046566,0,47.3427599231,47.3427216624,47.3426834017,47.342645141,47.3426068802,47.3425686194,47.3425303586,0,47.3428361739,47.3428360386,47.3428359032,47.3428357677,47.3428356322,47.3428354966,47.342835361,0,0,47.3429506525,47.3429887218,47.3430267911,47.3430648604,47.3431029296,47.3431409988,0,16.1382841415,16.1383401508,16.1383961602,16.1384521696,16.1385081792,16.1385641888,16.1386201985,0,16.1383309386,16.1384103464,16.1384897541,16.1385691618,16.1386485696,16.1387279773,16.138807385,0,0,16.138340994,16.1383972841,16.1384535742,16.1385098641,16.138566154,16.1386224438,0,0,0,16.1381729188,16.1381731177,16.1381733167,16.1381735156,16.1381737145,0,16.1380601051,16.1380040963,16.1379480874,16.1378920787,16.1378360701,16.1377800615,16.137724053,0,16.1380133077,16.1379339,16.1378544922,16.1377750845,16.1376956768,16.137616269,16.1375368613,0,0,16.1380032516,16.1379469609,16.1378906701,16.1378343793,16.1377780884
72.6,16.1383458265,47.3424028839,45,6.3401917459,26.5650511771,0,0,214,214,187,187,187,187,187,215,214,187,187,187,187,136,136,0,215,214,214,160,160,160,160,0,0,0,0,215,215,101,101,0,101,267,187,187,187,187,187,0,101,267,187,187,187,187,187,0,215,101,267,267,187,187,206,0,360,363,363,363,363,363,363,360,361,363,363,363,363,363,363,0,360,360,361,363,363,363,363,0,0,0,0,360,360,360,360,0,360,362,363,364,363,363,363,0,361,363,365,364,363,363,363,0,360,360,361,362,363,363,363,0,47.3424794049,47.3425176654,47.3425559258,47.3425941862,47.3426324466,47.342670707,47.3427089673,47.3424030189,47.3424031539,47.3424032889,47.3424034238,47.3424035586,47.3424036934,47.3424038281,47.3424039628,0,47.3423267448,47.3422886753,47.3422506057,47.342212536,47.3421744664,47.3421363967,47.342098327,0,0,0,0,47.3421330165,47.342079043,47.3420250695,47.341971096,0,47.3423263628,47.3422881022,47.3422498415,47.3422115809,47.3421733202,47.3421350595,47.3420967987,0,47.3424026136,47.3424024784,47.3424023431,47.3424022078,47.3424020724,47.342401937,47.3424018015,0,47.3424790228,47.3425170923,47.3425551617,47.342593231,47.3426313004,47.3426693697,47.342707439,0,16.1384578442,16.1385138532,16.1385698622,16.1386258714,16.1386818806,16.1387378898,16.1387938992,16.1384252336,16.1385046407,16.1385840478,16.1386634549,16.138742862,16.1388222691,16.1389016761,16.1389810832,0,16.138458406,16.1385146956,16.1385709852,16.1386272746,16.138683564,16.1387398533,16.1387961425,0,0,0,0,16.1383468202,16.138347019,16.1383472177,16.1383474164,0,16.1382338092,16.1381778006,16.1381217922,16.1380657838,16.1380097755,16.1379537672,16.1378977591,0,16.1381870124,16.1381076053,16.1380281982,16.1379487911,16.1378693841,16.137789977,16.1377105699,0,16.1382332468,16.1381769567,16.1381206666,16.1380643765,16.1380080862,16.1379517959
72.55,16.1384967795,47.341964963,13.2405199152,2.9737310825,18.4349488229,0,0,214,160,160,160,160,136,136,0,214,160,160,160,160,160,160,0,0,214,214,214,160,160,160,0,0,0,0,215,215,101,101,0,101,267,267,187,187,136,136,0,101,267,187,187,187,187,187,0,215,101,101,267,187,187,187,0,360,361,363,363,363,363,363,0,360,362,363,363,363,363,361,0,0,360,360,361,362,363,363,0,0,0,0,359,359,359,360,0,360,361,362,363,363,363,363,0,360,362,363,363,363,362,363,0,359,360,361,362,362,364,364,0,47.3420414839,47.3420797442,47.3421180046,47.342156265,47.3421945253,47.3422327856,47.3422710458,0,47.3419652328,47.3419653677,47.3419655024,47.3419656372,47.3419657719,47.3419659065,47.341966041,0,0,47.3418507541,47.3418126844,47.3417746147,47.341736545,47.3416984752,47.3416604055,0,0,0,0,47.3416950955,47.341641122,47.3415871485,47.341533175,0,47.341888442,47.3418501815,47.3418119209,47.3417736603,47.3417353997,47.3416971391,47.3416588784,0,47.3419646929,47.3419645578,47.3419644226,47.3419642874,47.3419641521,47.3419640168,47.3419638814,0,47.3420411021,47.3420791716,47.3421172411,47.3421553105,47.3421933799,47.3422314493,47.3422695187,0,16.1386087965,16.1386648051,16.1387208138,16.1387768226,16.1388328314,16.1388888404,16.1389448494,0,16.1386555924,16.1387349988,16.1388144052,16.1388938117,16.1389732181,16.1390526245,16.139132031,0,0,16.1386656469,16.1387219358,16.1387782247,16.1388345135,16.1388908022,16.1389470909,0,0,0,0,16.1384977724,16.138497971,16.1384981696,16.1384983681,0,16.1383847629,16.1383287547,16.1382727466,16.1382167385,16.1381607306,16.1381047227,16.1380487149,0,16.1383379667,16.1382585603,16.1381791538,16.1380997474,16.138020341,16.1379409346,16.1378615281,0,16.1383842009,16.1383279114,16.1382716219,16.1382153323,16.1381590426,16.1381027529
72.5,16.138647115,47.3415269439,11.309932474,2.8624052261,14.0362434679,0,0,214,214,160,160,160,160,160,0,214,214,160,160,160,160,187,0,215,214,214,133,101,101,101,0,0,0,0,133,101,101,101,0,101,101,101,187,187,187,187,0,101,267,267,187,187,187,187,0,215,101,101,267,267,187,187,0,360,361,362,363,363,363,363,0,360,361,362,362,362,362,362,0,359,359,360,362,361,362,362,0,0,0,0,359,359,359,360,0,360,360,362,362,362,362,362,0,360,362,362,363,363,363,363,0,359,360,360,361,362,362,364,0,47.3416034647,47.341641725,47.3416799853,47.3417182456,47.3417565058,47.341794766,47.3418330262,0,47.3415272136,47.3415273483,47.341527483,47.3415276176,47.3415277522,47.3415278867,47.3415280212,0,47.3414508046,47.3414127348,47.3413746651,47.3413365953,47.3412985255,47.3412604557,47.3412223858,0,0,0,0,47.3412570765,47.341203103,47.3411491295,47.341095156,0,47.3414504231,47.3414121626,47.3413739021,47.3413356416,47.3412973811,47.3412591205,47.3412208599,0,47.3415266741,47.3415265391,47.341526404,47.3415262689,47.3415261337,47.3415259985,47.3415258632,0,47.3416030832,47.3416411528,47.3416792223,47.3417172919,47.3417553614,47.3417934308,47.3418315003,0,16.1387591313,16.1388151396,16.1388711479,16.1389271563,16.1389831648,16.1390391734,16.1390951821,0,16.1388059266,16.1388853324,16.1389647381,16.1390441439,16.1391235497,16.1392029555,16.1392823612,0,16.1387596922,16.1388159807,16.1388722691,16.1389285574,16.1389848456,16.1390411337,16.1390974218,0,0,0,0,16.1386481072,16.1386483056,16.138648504,16.1386487024,0,16.1385350991,16.1384790913,16.1384230835,16.1383670758,16.1383110682,16.1382550607,16.1381990532,0,16.1384883035,16.1384088977,16.138329492,16.1382500862,16.1381706804,16.1380912747,16.1380118689,0,16.1385345375,16.1384782487,16.1384219597,16.1383656707,16.1383093816,16.1382530924
72.45,16.1388435064,47.3410988761,8.53076561,2.0532586596,18.4349488229,0,0,101,101,101,101,101,101,101,0,101,101,101,101,101,101,101,0,0,101,101,270,101,101,278,0,0,0,0,101,101,101,101,0,101,101,191,191,191,191,136,0,101,101,191,191,136,136,187,0,0,101,133,101,101,101,187,0,360,361,362,362,362,362,362,0,360,361,361,361,361,361,361,0,0,359,360,360,360,360,360,0,0,0,0,359,359,359,359,0,359,360,361,361,361,361,361,0,359,360,361,361,362,362,362,0,0,359,359,360,361,362,362,0,47.3411753966,47.3412136569,47.3412519171,47.3412901772,47.3413284374,47.3413666975,47.3414049576,0,47.3410991455,47.34109928,47.3410994146,47.3410995491,47.3410996835,47.3410998179,47.3410999522,0,0,47.3409846667,47.3409465968,47.340908527,47.3408704571,47.3408323871,47.3407943172,0,0,0,0,47.3408290086,47.3407750351,47.3407210616,47.3406670881,0,47.3410223554,47.3409840951,47.3409458347,47.3409075742,47.3408693138,47.3408310533,47.3407927928,0,47.3410986065,47.3410984716,47.3410983367,47.3410982017,47.3410980667,47.3410979316,47.3410977964,0,0,47.3412130852,47.3412511549,47.3412892245,47.3413272941,47.3413653637,47.3414034332,0,16.138955522,16.13901153,16.139067538,16.1391235461,16.1391795543,16.1392355626,16.1392915709,0,16.1390023166,16.1390817218,16.1391611269,16.139240532,16.1393199372,16.1393993423,16.1394787474,0,0,16.1390123702,16.139068658,16.1391249457,16.1391812333,16.1392375209,16.1392938083,0,0,0,0,16.1388444975,16.1388446957,16.1388448939,16.1388450921,0,16.1387314911,16.1386754835,16.1386194761,16.1385634687,16.1385074614,16.1384514542,16.138395447,0,16.1386846961,16.138605291,16.1385258859,16.1384464807,16.1383670756,16.1382876705,16.1382082654,0,0,16.1386746418,16.1386183535,16.138562065,16.1385057765,16.1384494879
72.4,16.1390100994,47.3406635833,10.0079798014,2.8624052261,18.4349488229,0,0,101,270,101,101,101,101,101,0,101,270,278,187,187,187,187,0,0,101,101,270,270,278,101,0,0,0,101,101,101,101,101,0,101,101,191,191,191,191,191,101,101,101,191,191,191,191,191,0,101,101,101,101,101,191,191,0,359,360,360,360,360,361,361,0,359,360,361,360,360,360,360,0,0,359,359,359,360,360,360,0,0,0,359,359,359,359,360,0,359,360,361,361,361,361,360,358,359,361,361,361,361,361,361,0,358,359,359,360,361,361,361,0,47.3407401037,47.3407783638,47.340816624,47.3408548841,47.3408931441,47.3409314042,47.3409696642,0,47.3406638524,47.3406639869,47.3406641213,47.3406642557,47.34066439,47.3406645243,47.3406646585,0,0,47.3405493736,47.3405113037,47.3404732337,47.3404351637,47.3403970937,47.3403590237,0,0,0,47.3404476893,47.3403937158,47.3403397423,47.3402857688,47.3402317952,0,47.3405870628,47.3405488025,47.3405105422,47.3404722818,47.3404340215,47.3403957611,47.3403575006,47.3406634486,47.3406633139,47.3406631792,47.3406630444,47.3406629095,47.3406627746,47.3406626396,47.3406625046,0,47.3407397229,47.3407777927,47.3408158624,47.3408539321,47.3408920018,47.3409300715,47.3409681411,0,16.1391221144,16.139178122,16.1392341297,16.1392901374,16.1393461453,16.1394021532,16.1394581612,0,16.1391689084,16.1392483128,16.1393277173,16.1394071218,16.1394865263,16.1395659308,16.1396453352,0,0,16.1391789615,16.1392352487,16.1392915358,16.1393478229,16.1394041098,16.1394603967,0,0,0,16.1390108916,16.1390110896,16.1390112877,16.1390114857,16.1390116838,0,16.1388980847,16.1388420775,16.1387860704,16.1387300634,16.1386740564,16.1386180496,16.1385620428,16.1389306949,16.1388512904,16.138771886,16.1386924815,16.138613077,16.1385336725,16.1384542681,16.1383748636,0,16.1388975243,16.1388412366,16.1387849488,16.138728661,16.138672373,16.138616085
