STREAM_KM,LONGDD,LATDD,TopoWest,TopoSouth,TopoEast,Veg0_EMERG,Veg1_NE,Veg2_NE,Veg3_NE,Veg4_NE,Veg5_NE,Veg6_NE,Veg7_NE,Veg8_NE,Veg9_NE,Veg1_E,Veg2_E,Veg3_E,Veg4_E,Veg5_E,Veg6_E,Veg7_E,Veg8_E,Veg9_E,Veg1_SE,Veg2_SE,Veg3_SE,Veg4_SE,Veg5_SE,Veg6_SE,Veg7_SE,Veg8_SE,Veg9_SE,Veg1_S,Veg2_S,Veg3_S,Veg4_S,Veg5_S,Veg6_S,Veg7_S,Veg8_S,Veg9_S,Veg1_SW,Veg2_SW,Veg3_SW,Veg4_SW,Veg5_SW,Veg6_SW,Veg7_SW,Veg8_SW,Veg9_SW,Veg1_W,Veg2_W,Veg3_W,Veg4_W,Veg5_W,Veg6_W,Veg7_W,Veg8_W,Veg9_W,Veg1_NW,Veg2_NW,Veg3_NW,Veg4_NW,Veg5_NW,Veg6_NW,Veg7_NW,Veg8_NW,Veg9_NW,ELEV_V1_NE,ELEV_V2_NE,ELEV_V3_NE,ELEV_V4_NE,ELEV_V5_NE,ELEV_V6_NE,ELEV_V7_NE,ELEV_V8_NE,ELEV_V9_NE,ELEV_V1_E,ELEV_V2_E,ELEV_V3_E,ELEV_V4_E,ELEV_V5_E,ELEV_V6_E,ELEV_V7_E,ELEV_V8_E,ELEV_V9_E,ELEV_V1_SE,ELEV_V2_SE,ELEV_V3_SE,ELEV_V4_SE,ELEV_V5_SE,ELEV_V6_SE,ELEV_V7_SE,ELEV_V8_SE,ELEV_V9_SE,ELEV_V1_S,ELEV_V2_S,ELEV_V3_S,ELEV_V4_S,ELEV_V5_S,ELEV_V6_S,ELEV_V7_S,ELEV_V8_S,ELEV_V9_S,ELEV_V1_SW,ELEV_V2_SW,ELEV_V3_SW,ELEV_V4_SW,ELEV_V5_SW,ELEV_V6_SW,ELEV_V7_SW,ELEV_V8_SW,ELEV_V9_SW,ELEV_V1_W,ELEV_V2_W,ELEV_V3_W,ELEV_V4_W,ELEV_V5_W,ELEV_V6_W,ELEV_V7_W,ELEV_V8_W,ELEV_V9_W,ELEV_V1_NW,ELEV_V2_NW,ELEV_V3_NW,ELEV_V4_NW,ELEV_V5_NW,ELEV_V6_NW,ELEV_V7_NW,ELEV_V8_NW,ELEV_V9_NW,LAT_V1_NE,LAT_V2_NE,LAT_V3_NE,LAT_V4_NE,LAT_V5_NE,LAT_V6_NE,LAT_V7_NE,LAT_V8_NE,LAT_V9_NE,LAT_V1_E,LAT_V2_E,LAT_V3_E,LAT_V4_E,LAT_V5_E,LAT_V6_E,LAT_V7_E,LAT_V8_E,LAT_V9_E,LAT_V1_SE,LAT_V2_SE,LAT_V3_SE,LAT_V4_SE,LAT_V5_SE,LAT_V6_SE,LAT_V7_SE,LAT_V8_SE,LAT_V9_SE,LAT_V1_S,LAT_V2_S,LAT_V3_S,LAT_V4_S,LAT_V5_S,LAT_V6_S,LAT_V7_S,LAT_V8_S,LAT_V9_S,LAT_V1_SW,LAT_V2_SW,LAT_V3_SW,LAT_V4_SW,LAT_V5_SW,LAT_V6_SW,LAT_V7_SW,LAT_V8_SW,LAT_V9_SW,LAT_V1_W,LAT_V2_W,LAT_V3_W,LAT_V4_W,LAT_V5_W,LAT_V6_W,LAT_V7_W,LAT_V8_W,LAT_V9_W,LAT_V1_NW,LAT_V2_NW,LAT_V3_NW,LAT_V4_NW,LAT_V5_NW,LAT_V6_NW,LAT_V7_NW,LAT_V8_NW,LAT_V9_NW,LON_V1_NE,LON_V2_NE,LON_V3_NE,LON_V4_NE,LON_V5_NE,LON_V6_NE,LON_V7_NE,LON_V8_NE,LON_V9_NE,LON_V1_E,LON_V2_E,LON_V3_E,LON_V4_E,LON_V5_E,LON_V6_E,LON_V7_E,LON_V8_E,LON_V9_E,LON_V1_SE,LON_V2_SE,LON_V3_SE,LON_V4_SE,LON_V5_SE,LON_V6_SE,LON_V7_SE,LON_V8_SE,LON_V9_SE,LON_V1_S,LON_V2_S,LON_V3_S,LON_V4_S,LON_V5_S,LON_V6_S,LON_V7_S
12.1,16.4721960815,47.038616397,12.5288077092,6.7098368078,18.4349488229,0,247,247,101,101,101,119,119,119,119,247,247,101,101,101,119,119,119,119,0,0,247,247,247,247,101,101,101,0,247,247,247,247,101,247,247,247,247,247,101,101,101,101,101,101,101,247,247,247,101,101,101,101,101,101,0,0,247,247,247,247,247,247,247,247,247,101,101,101,119,119,119,119,247,247,101,101,101,119,119,119,119,0,0,247,247,247,247,101,101,101,0,247,247,247,247,101,247,247,247,247,247,101,101,101,101,101,101,101,247,247,247,101,101,101,101,101,101,0,0,247,247,247,247,247,247,247,47.0386481465,47.038679896,47.0387116455,47.038743395,47.0387751445,47.0388068939,47.0388386434,47.0388703928,47.0389021422,47.0386163172,47.0386162374,47.0386161575,47.0386160776,47.0386159976,47.0386159176,47.0386158376,47.0386157575,47.0386156774,0,0,47.0385208098,47.0384889473,47.0384570849,47.0384252224,47.0383933599,47.0383614974,47.0383296349,0,47.0385264361,47.0384814557,47.0384364753,47.0383914949,47.0383465144,47.038301534,47.0382565536,47.0382115732,47.0385846474,47.0385528978,47.0385211483,47.0384893986,47.038457649,47.0384258993,47.0383941497,47.0383624,47.0383306503,47.0386164767,47.0386165565,47.0386166362,47.0386167158,47.0386167954,47.038616875,47.0386169545,47.038617034,47.0386171135,0,0,47.038711984,47.0387438463,47.0387757086,47.0388075709,47.0388394331,47.0388712954,47.0389031576,16.472242689,16.4722892966,16.4723359042,16.4723825119,16.4724291196,16.4724757274,16.4725223353,16.4725689432,16.4726155511,16.4722618778,16.472327674,16.4723934702,16.4724592665,16.4725250627,16.472590859,16.4726566552,16.4727224514,16.4727882477,0,0,16.4723354086,16.4723818509,16.4724282931,16.4724747352,16.4725211773,16.4725676193,16.4726140613,0,16.4721958481,16.4721957314,16.4721956147,16.472195498,16.4721953813,16.4721952646
12.05,16.4724375563,47.0381988424,14.0362434679,6.4588163787,16.699244234,0,247,247,101,101,101,119,119,119,119,247,247,101,101,101,101,101,101,101,0,247,247,247,247,247,239,239,239,0,0,247,247,247,247,239,239,239,247,247,247,101,101,101,101,101,239,247,247,247,101,101,101,101,101,101,0,247,247,247,101,101,101,101,101,247,247,101,101,101,119,119,119,119,247,247,101,101,101,101,101,101,101,0,247,247,247,247,247,239,239,239,0,0,247,247,247,247,239,239,239,247,247,247,101,101,101,101,101,239,247,247,247,101,101,101,101,101,101,0,247,247,247,101,101,101,101,101,47.0382305918,47.0382623413,47.0382940907,47.0383258401,47.0383575894,47.0383893388,47.0384210881,47.0384528374,47.0384845867,47.0381987625,47.0381986825,47.0381986025,47.0381985224,47.0381984423,47.0381983622,47.0381982821,47.0381982019,47.0381981216,0,47.0381351174,47.0381032549,47.0380713924,47.0380395298,47.0380076672,47.0379758046,47.037943942,47.0379120794,0,0,47.0380639011,47.0380189207,47.0379739403,47.0379289598,47.0378839794,47.037838999,47.0377940186,47.0381670929,47.0381353435,47.038103594,47.0380718444,47.0380400949,47.0380083453,47.0379765958,47.0379448462,47.0379130965,47.0381989223,47.0381990022,47.038199082,47.0381991618,47.0381992415,47.0381993212,47.0381994009,47.0381994805,47.0381995601,0,47.0382625673,47.0382944297,47.0383262921,47.0383581545,47.0383900169,47.0384218793,47.0384537416,47.0384856039,16.4724841635,16.4725307709,16.4725773783,16.4726239858,16.4726705933,16.4727172008,16.4727638085,16.4728104162,16.4728570239,16.472503352,16.4725691477,16.4726349434,16.4727007392,16.4727665349,16.4728323306,16.4728981263,16.4729639221,16.4730297178,0,16.47253044,16.4725768818,16.4726233236,16.4726697653,16.4727162069,16.4727626485,16.47280909,16.4728555315,0,0,16.4724372056,16.4724370887,16.4724369718,16.4724368549,16.472436738
12,16.472616022,47.0377664938,19.9831065219,3.6522227803,26.5650511771,0,133,133,239,239,239,125,125,125,125,133,133,187,187,227,227,227,227,227,0,247,247,227,227,119,119,119,119,0,0,0,247,247,247,247,247,247,133,133,213,213,213,213,213,213,213,133,187,187,187,187,239,239,239,239,0,239,239,239,101,101,101,101,101,133,133,239,239,239,125,125,125,125,133,133,187,187,227,227,227,227,227,0,247,247,227,227,119,119,119,119,0,0,0,247,247,247,247,247,247,133,133,213,213,213,213,213,213,213,133,187,187,187,187,239,239,239,239,0,239,239,239,101,101,101,101,101,47.0377982431,47.0378299925,47.0378617418,47.0378934911,47.0379252404,47.0379569897,47.037988739,47.0380204882,47.0380522374,47.0377664137,47.0377663336,47.0377662535,47.0377661734,47.0377660932,47.037766013,47.0377659327,47.0377658524,47.037765772,0,47.0377027686,47.037670906,47.0376390434,47.0376071808,47.0375753181,47.0375434555,47.0375115928,47.0374797301,0,0,0,47.037586572,47.0375415916,47.0374966112,47.0374516307,47.0374066503,47.0373616699,47.0377347444,47.0377029949,47.0376712455,47.0376394961,47.0376077466,47.0375759971,47.0375442476,47.0375124981,47.0374807485,47.0377665738,47.0377666537,47.0377667336,47.0377668135,47.0377668934,47.0377669732,47.037767053,47.0377671327,47.0377672124,0,47.0378302188,47.0378620813,47.0378939438,47.0379258063,47.0379576687,47.0379895311,47.0380213935,47.0380532559,16.472662629,16.4727092361,16.4727558433,16.4728024504,16.4728490577,16.472895665,16.4729422723,16.4729888797,16.4730354872,16.4726818172,16.4727476124,16.4728134076,16.4728792028,16.472944998,16.4730107932,16.4730765884,16.4731423836,16.4732081788,0,16.4727089048,16.4727553462,16.4728017874,16.4728482286,16.4728946698,16.4729411109,16.472987552,16.473033993,0,0,0,16.4726155538,16.4726154368,16.4726153197,16.4726152027
11.95,16.4727433745,47.0373252496,16.699244234,4.8990924538,23.9624889746,0,247,247,227,119,119,119,119,119,119,247,247,227,119,119,119,119,119,119,0,247,247,227,227,227,119,119,119,0,0,0,247,247,247,213,213,213,247,247,213,213,119,119,119,119,119,247,247,213,213,213,213,119,119,119,0,247,247,247,213,213,213,213,213,247,247,227,119,119,119,119,119,119,247,247,227,119,119,119,119,119,119,0,247,247,227,227,227,119,119,119,0,0,0,247,247,247,213,213,213,247,247,213,213,119,119,119,119,119,247,247,213,213,213,213,119,119,119,0,247,247,247,213,213,213,213,213,47.0373569989,47.0373887482,47.0374204975,47.0374522468,47.037483996,47.0375157453,47.0375474945,47.0375792437,47.0376109928,47.0373251695,47.0373250893,47.0373250091,47.0373249289,47.0373248487,47.0373247684,47.037324688,47.0373246076,47.0373245272,0,47.0372615244,47.0372296617,47.037197799,47.0371659363,47.0371340736,47.0371022109,47.0370703482,47.0370384854,0,0,0,47.0371453279,47.0371003474,47.037055367,47.0370103866,47.0369654061,47.0369204257,47.0372935002,47.0372617509,47.0372300015,47.0371982521,47.0371665027,47.0371347532,47.0371030038,47.0370712543,47.0370395048,47.0373253297,47.0373254097,47.0373254897,47.0373255697,47.0373256496,47.0373257295,47.0373258093,47.0373258891,47.0373259689,0,47.0373889748,47.0374208373,47.0374526998,47.0374845624,47.0375164249,47.0375482873,47.0375801498,47.0376120122,16.4727899812,16.472836588,16.4728831948,16.4729298017,16.4729764087,16.4730230156,16.4730696227,16.4731162298,16.4731628369,16.4728091692,16.4728749638,16.4729407585,16.4730065531,16.4730723478,16.4731381424,16.4732039371,16.4732697318,16.4733355264,0,16.4728362564,16.4728826973,16.4729291381,16.4729755789,16.4730220196,16.4730684602,16.4731149008,16.4731613413,0,0,0,16.4727429059,16.4727427888,16.4727426716,16.4727425545
11.9,16.472963644,47.0369074185,26.5650511771,12.094757077,16.699244234,0,247,247,227,119,119,119,119,119,119,247,247,227,119,119,119,119,119,119,0,0,0,0,0,0,247,247,247,0,247,247,213,213,119,119,119,119,247,213,213,119,119,119,119,119,119,247,213,213,119,119,119,119,119,119,0,0,247,247,247,247,213,213,213,247,247,227,119,119,119,119,119,119,247,247,227,119,119,119,119,119,119,0,0,0,0,0,0,247,247,247,0,247,247,213,213,119,119,119,119,247,213,213,119,119,119,119,119,119,247,213,213,119,119,119,119,119,119,0,0,247,247,247,247,213,213,213,47.0369391678,47.036970917,47.0370026662,47.0370344154,47.0370661645,47.0370979137,47.0371296628,47.0371614119,47.037193161,47.0369073383,47.036907258,47.0369071777,47.0369070973,47.036907017,47.0369069365,47.0369068561,47.0369067756,47.036906695,0,0,0,0,0,0,47.0366843792,47.0366525164,47.0366206535,0,47.0368174577,47.0367724772,47.0367274968,47.0366825163,47.0366375359,47.0365925555,47.036547575,47.0365025946,47.0368756693,47.03684392,47.0368121707,47.0367804214,47.036748672,47.0367169227,47.0366851733,47.0366534239,47.0366216745,47.0369074987,47.0369075789,47.036907659,47.0369077391,47.0369078191,47.0369078991,47.0369079791,47.0369080591,47.0369081389,0,0,47.0370030065,47.0370348691,47.0370667317,47.0370985943,47.0371304569,47.0371623195,47.037194182,16.4730102504,16.473056857,16.4731034636,16.4731500702,16.4731966769,16.4732432837,16.4732898905,16.4733364973,16.4733831043,16.4730294381,16.4730952322,16.4731610264,16.4732268205,16.4732926147,16.4733584088,16.4734242029,16.4734899971,16.4735557912,0,0,0,0,0,0,16.4732887262,16.4733351663,16.4733816063,0,16.4729634093,16.472963292,16.4729631746,16.4729630573,16.47296294,16.4729628226
11.85,16.4733790083,47.0365594925,15.2551187031,13.2405199152,26.5650511771,0,247,227,119,119,119,119,119,119,119,247,247,227,227,227,227,227,227,227,0,0,0,0,0,0,0,0,0,0,247,213,213,213,119,119,119,119,247,213,213,119,119,119,119,119,119,0,247,213,213,119,119,119,119,119,0,0,0,0,0,0,0,0,247,247,227,119,119,119,119,119,119,119,247,247,227,227,227,227,227,227,227,0,0,0,0,0,0,0,0,0,0,247,213,213,213,119,119,119,119,247,213,213,119,119,119,119,119,119,0,247,213,213,119,119,119,119,119,0,0,0,0,0,0,0,0,247,47.0365912416,47.0366229907,47.0366547397,47.0366864887,47.0367182377,47.0367499867,47.0367817356,47.0368134846,47.0368452335,47.0365594121,47.0365593316,47.036559251,47.0365591704,47.0365590898,47.0365590091,47.0365589284,47.0365588477,47.0365587669,0,0,0,0,0,0,0,0,0,0,47.0364695317,47.0364245512,47.0363795708,47.0363345904,47.0362896099,47.0362446295,47.036199649,47.0361546686,47.0365277435,47.0364959943,47.0364642452,47.0364324961,47.0364007469,47.0363689977,47.0363372485,47.0363054993,47.03627375,0,47.0365596534,47.0365597337,47.0365598141,47.0365598943,47.0365599746,47.0365600548,47.036560135,47.0365602151,0,0,0,0,0,0,0,0,47.0368462575,16.4734256147,16.4734722212,16.4735188277,16.4735654343,16.4736120409,16.4736586476,16.4737052544,16.4737518612,16.4737984681,16.473444802,16.4735105957,16.4735763894,16.4736421831,16.4737079768,16.4737737705,16.4738395642,16.4739053579,16.4739711517,0,0,0,0,0,0,0,0,0,0,16.4733787729,16.4733786552,16.4733785375,16.4733784198,16.4733783022,16.4733781845
11.8,16.4738461756,47.0362437993,14.0362434679,15.2551187031,13.2405199152,0,247,227,227,227,227,227,244,244,244,0,247,227,227,227,227,227,227,227,0,0,0,0,0,0,0,0,0,247,247,213,213,119,119,119,119,119,247,213,213,119,119,119,119,119,119,0,247,213,213,213,119,119,119,119,0,0,0,0,0,0,0,0,0,247,227,227,227,227,227,244,244,244,0,247,227,227,227,227,227,227,227,0,0,0,0,0,0,0,0,0,247,247,213,213,119,119,119,119,119,247,213,213,119,119,119,119,119,119,0,247,213,213,213,119,119,119,119,0,0,0,0,0,0,0,0,0,47.0362755481,47.036307297,47.0363390458,47.0363707947,47.0364025435,47.0364342923,47.036466041,47.0364977898,47.0365295385,0,47.0362436377,47.0362435569,47.0362434761,47.0362433952,47.0362433142,47.0362432333,47.0362431523,47.0362430712,0,0,0,0,0,0,0,0,0,47.0361988188,47.0361538384,47.0361088579,47.0360638775,47.0360188971,47.0359739166,47.0359289362,47.0358839557,47.0358389753,47.0362120504,47.0361803014,47.0361485525,47.0361168035,47.0360850546,47.0360533056,47.0360215565,47.0359898075,47.0359580584,0,47.0362439606,47.0362440413,47.0362441218,47.0362442024,47.0362442829,47.0362443634,47.0362444438,47.0362445242,0,0,0,0,0,0,0,0,0,16.4738927821,16.4739393885,16.4739859951,16.4740326017,16.4740792083,16.474125815,16.4741724218,16.4742190286,16.4742656354,0,16.4739777623,16.4740435556,16.4741093489,16.4741751422,16.4742409356,16.4743067289,16.4743725222,16.4744383155,0,0,0,0,0,0,0,0,0,16.4738460576,16.4738459395,16.4738458214,16.4738457033,16.4738455853,16.4738454672,16.4738453491
11.75,16.4743120668,47.0359294727,16.699244234,12.094757077,16.699244234,0,247,227,227,227,227,227,244,244,244,247,247,227,227,227,227,227,244,244,0,0,0,0,247,247,247,247,247,0,247,247,213,213,213,119,119,119,247,213,213,119,119,119,119,119,119,247,247,213,213,119,119,119,119,119,0,0,0,0,0,0,0,0,0,247,227,227,227,227,227,244,244,244,247,247,227,227,227,227,227,244,244,0,0,0,0,247,247,247,247,247,0,247,247,213,213,213,119,119,119,247,213,213,119,119,119,119,119,119,247,247,213,213,119,119,119,119,119,0,0,0,0,0,0,0,0,0,47.0359612214,47.0359929701,47.0360247187,47.0360564674,47.036088216,47.0361199646,47.0361517132,47.0361834617,47.0362152103,47.0359293917,47.0359293107,47.0359292296,47.0359291484,47.0359290673,47.0359289861,47.0359289049,47.0359288236,47.0359287423,0,0,0,0,47.0357701563,47.0357382929,47.0357064295,47.0356745662,47.0356427028,0,47.0358395118,47.0357945314,47.035749551,47.0357045705,47.0356595901,47.0356146096,47.0355696292,47.0355246487,47.035897724,47.0358659753,47.0358342265,47.0358024777,47.035770729,47.0357389801,47.0357072313,47.0356754825,47.0356437336,47.0359295537,47.0359296346,47.0359297155,47.0359297964,47.0359298772,47.035929958,47.0359300387,47.0359301194,47.0359302001,0,0,0,0,0,0,0,0,0,16.4743586732,16.4744052797,16.4744518862,16.4744984928,16.4745450995,16.4745917062,16.4746383129,16.4746849197,16.4747315266,16.4743778597,16.4744436527,16.4745094456,16.4745752385,16.4746410315,16.4747068244,16.4747726173,16.4748384102,16.4749042032,0,0,0,0,16.4745442604,16.474590699,16.4746371375,16.4746835759,16.4747300143,0,16.4743118299,16.4743117114,16.4743115929,16.4743114745,16.474311356,16.4743112375
11.7,16.4746944096,47.035563417,15.2551187031,10.0079798014,16.699244234,0,247,227,227,227,227,244,244,244,244,247,227,227,227,119,119,119,119,119,0,0,0,0,247,247,247,247,247,0,247,247,213,213,213,119,119,119,247,213,213,119,119,119,119,119,119,247,247,213,213,119,119,119,119,119,0,0,0,0,247,247,247,247,247,247,227,227,227,227,244,244,244,244,247,227,227,227,119,119,119,119,119,0,0,0,0,247,247,247,247,247,0,247,247,213,213,213,119,119,119,247,213,213,119,119,119,119,119,119,247,247,213,213,119,119,119,119,119,0,0,0,0,247,247,247,247,247,47.0355951655,47.035626914,47.0356586625,47.035690411,47.0357221595,47.0357539079,47.0357856564,47.0358174048,47.0358491532,47.0355633357,47.0355632545,47.0355631732,47.0355630918,47.0355630105,47.035562929,47.0355628476,47.0355627661,47.0355626846,0,0,0,0,47.0354040997,47.0353722362,47.0353403727,47.0353085092,47.0352766456,0,47.0354734561,47.0354284756,47.0353834952,47.0353385148,47.0352935343,47.0352485539,47.0352035734,47.035158593,47.0355316684,47.0354999198,47.0354681712,47.0354364226,47.035404674,47.0353729253,47.0353411766,47.035309428,47.0352776792,47.0355634982,47.0355635793,47.0355636604,47.0355637415,47.0355638226,47.0355639036,47.0355639845,47.0355640654,47.0355641463,0,0,0,0,47.0357227337,47.035754597,47.0357864603,47.0358183236,47.0358501868,16.474741016,16.4747876223,16.4748342288,16.4748808353,16.4749274418,16.4749740484,16.4750206551,16.4750672618,16.4751138686,16.4747602021,16.4748259946,16.4748917871,16.4749575796,16.475023372,16.4750891645,16.475154957,16.4752207495,16.475286542,0,0,0,0,16.4749266005,16.4749730385,16.4750194765,16.4750659144,16.4751123522,0,16.4746941721,16.4746940533,16.4746939345,16.4746938157,16.4746936969,16.4746935781
11.65,16.4750733482,47.0351957146,12.094757077,8.53076561,20.5560452196,0,247,227,227,119,119,119,119,119,119,247,227,227,119,119,119,119,119,119,0,0,0,247,247,247,247,247,247,0,247,247,213,213,213,119,119,119,247,247,213,119,119,119,119,119,119,247,247,213,213,119,119,119,119,119,0,0,0,247,247,247,247,247,247,247,227,227,119,119,119,119,119,119,247,227,227,119,119,119,119,119,119,0,0,0,247,247,247,247,247,247,0,247,247,213,213,213,119,119,119,247,247,213,119,119,119,119,119,119,247,247,213,213,119,119,119,119,119,0,0,0,247,247,247,247,247,247,47.035227463,47.0352592114,47.0352909597,47.0353227081,47.0353544564,47.0353862047,47.0354179529,47.0354497012,47.0354814494,47.0351956332,47.0351955517,47.0351954702,47.0351953886,47.035195307,47.0351952254,47.0351951437,47.035195062,47.0351949802,0,0,0,47.0350682603,47.0350363966,47.035004533,47.0349726693,47.0349408056,47.0349089419,0,47.0351057537,47.0350607733,47.0350157928,47.0349708124,47.034925832,47.0348808515,47.0348358711,47.0347908906,47.0351639662,47.0351322178,47.0351004693,47.0350687209,47.0350369724,47.0350052239,47.0349734754,47.0349417268,47.0349099783,47.035195796,47.0351958774,47.0351959587,47.03519604,47.0351961213,47.0351962025,47.0351962837,47.0351963648,47.0351964459,0,0,0,47.0353231687,47.0353550322,47.0353868956,47.035418759,47.0354506225,47.0354824859,16.4751199544,16.4751665607,16.4752131671,16.4752597735,16.4753063799,16.4753529865,16.475399593,16.4754461996,16.4754928063,16.4751391402,16.4752049323,16.4752707243,16.4753365163,16.4754023083,16.4754681004,16.4755338924,16.4755996844,16.4756654765,0,0,0,16.4752590989,16.4753055364,16.4753519738,16.4753984113,16.4754448486,16.4754912859,0,16.47507311,16.4750729909,16.4750728718,16.4750727527,16.4750726336,16.4750725145
11.6,16.4754513583,47.0348275641,12.5288077092,12.094757077,13.2405199152,0,247,227,227,119,119,119,119,119,119,247,247,227,227,227,227,244,244,244,0,0,0,0,0,0,0,0,0,0,247,213,213,213,119,119,119,119,247,213,213,119,119,119,119,119,119,247,247,213,213,119,119,119,119,119,0,0,0,247,247,247,247,247,247,247,227,227,119,119,119,119,119,119,247,247,227,227,227,227,244,244,244,0,0,0,0,0,0,0,0,0,0,247,213,213,213,119,119,119,119,247,213,213,119,119,119,119,119,119,247,247,213,213,119,119,119,119,119,0,0,0,247,247,247,247,247,247,47.0348593123,47.0348910605,47.0349228087,47.0349545569,47.0349863051,47.0350180532,47.0350498013,47.0350815494,47.0351132975,47.0348274824,47.0348274007,47.034827319,47.0348272372,47.0348271554,47.0348270735,47.0348269917,47.0348269097,47.0348268278,0,0,0,0,0,0,0,0,0,0,47.0347376032,47.0346926227,47.0346476423,47.0346026619,47.0345576814,47.034512701,47.0344677205,47.0344227401,47.0347958158,47.0347640676,47.0347323193,47.0347005709,47.0346688226,47.0346370743,47.0346053259,47.0345735775,47.0345418291,47.0348276457,47.0348277273,47.0348278088,47.0348278904,47.0348279718,47.0348280533,47.0348281347,47.034828216,47.0348282974,0,0,0,47.0349550188,47.0349868824,47.035018746,47.0350506096,47.0350824732,47.0351143367,16.4754979644,16.4755445706,16.4755911769,16.4756377832,16.4756843895,16.475730996,16.4757776024,16.475824209,16.4758708155,16.4755171499,16.4755829414,16.475648733,16.4757145246,16.4757803162,16.4758461077,16.4759118993,16.4759776909,16.4760434825,0,0,0,0,0,0,0,0,0,0,16.4754511195,16.475451,16.4754508806,16.4754507612,16.4754506418,16.4754505224
11.55,16.4759257509,47.0345179875,15.9453959009,16.699244234,26.5650511771,0,247,227,227,244,244,244,244,244,244,0,247,227,227,227,227,227,244,244,0,0,0,0,0,0,0,0,0,247,247,213,213,213,119,119,119,119,247,213,213,213,119,119,119,119,119,0,247,213,213,213,119,119,119,119,0,0,0,0,0,0,0,0,0,247,227,227,244,244,244,244,244,244,0,247,227,227,227,227,227,244,244,0,0,0,0,0,0,0,0,0,247,247,213,213,213,119,119,119,119,247,213,213,213,119,119,119,119,119,0,247,213,213,213,119,119,119,119,0,0,0,0,0,0,0,0,0,47.0345497355,47.0345814836,47.0346132316,47.0346449796,47.0346767275,47.0347084755,47.0347402234,47.0347719713,47.0348037192,0,47.0345178236,47.0345177416,47.0345176595,47.0345175774,47.0345174953,47.0345174132,47.034517331,47.0345172487,0,0,0,0,0,0,0,0,0,47.034473007,47.0344280266,47.0343830462,47.0343380657,47.0342930853,47.0342481048,47.0342031244,47.0341581439,47.0341131635,47.0344862394,47.0344544913,47.0344227432,47.0343909951,47.034359247,47.0343274988,47.0342957506,47.0342640024,47.0342322542,0,47.0345181513,47.0345182331,47.0345183149,47.0345183966,47.0345184783,47.03451856,47.0345186416,47.0345187232,0,0,0,0,0,0,0,0,0,16.4759723571,16.4760189633,16.4760655695,16.4761121759,16.4761587822,16.4762053886,16.4762519951,16.4762986017,16.4763452083,0,16.4760573333,16.4761231245,16.4761889157,16.4762547069,16.4763204981,16.4763862893,16.4764520805,16.4765178717,0,0,0,0,0,0,0,0,0,16.4759256311,16.4759255113,16.4759253915,16.4759252717,16.4759251518,16.475925032,16.4759249122
11.5,16.4764154544,47.0342176047,10.3048464688,12.5288077092,10.0079798014,0,247,247,213,213,119,119,119,119,119,0,247,213,213,213,213,119,119,119,0,0,0,0,0,0,0,0,0,247,247,213,213,119,119,119,119,119,247,247,213,119,119,119,119,119,119,0,247,247,213,213,119,119,119,119,0,0,0,0,0,0,0,0,0,247,247,213,213,119,119,119,119,119,0,247,213,213,213,213,119,119,119,0,0,0,0,0,0,0,0,0,247,247,213,213,119,119,119,119,119,247,247,213,119,119,119,119,119,119,0,247,247,213,213,119,119,119,119,0,0,0,0,0,0,0,0,0,47.0342493526,47.0342811004,47.0343128482,47.034344596,47.0343763438,47.0344080915,47.0344398393,47.034471587,47.0345033347,0,47.0342174403,47.034217358,47.0342172756,47.0342171933,47.0342171109,47.0342170284,47.0342169459,47.0342168634,0,0,0,0,0,0,0,0,0,47.0341726243,47.0341276438,47.0340826634,47.0340376829,47.0339927025,47.033947722,47.0339027416,47.0338577611,47.0338127807,47.0341858569,47.034154109,47.0341223611,47.0340906131,47.0340588652,47.0340271172,47.0339953693,47.0339636213,47.0339318732,0,47.0342177691,47.0342178512,47.0342179332,47.0342180152,47.0342180972,47.0342181792,47.0342182611,47.034218343,0,0,0,0,0,0,0,0,0,16.4764620606,16.4765086668,16.4765552731,16.4766018795,16.4766484859,16.4766950923,16.4767416988,16.4767883054,16.476834912,0,16.4765470361,16.4766128269,16.4766786177,16.4767444085,16.4768101994,16.4768759902,16.476941781,16.4770075718,0,0,0,0,0,0,0,0,0,16.4764153342,16.476415214,16.4764150937,16.4764149735,16.4764148533,16.4764147331,16.4764146128
