DateTime,GloRad (W/m2),Wind Speed (m/s),Relative Humidity (0 - 1),Air Temp (*C),LwRad (W/m2)
07/03/2013 0:00,-0.34932,0,0.999,12.38,384.5894454
07/03/2013 1:00,-0.26199,0.179499738,0.999,11.17,382.723294
07/03/2013 2:00,-0.17466,0.034475334,0.999,11.07,382.035632
07/03/2013 3:00,-0.34932,0,0.999,10.02,380.6172762
07/03/2013 4:00,1.30995,0.001869688,0.999,9.28,379.3442699
07/03/2013 5:00,71.95992,0,0.999,9.72,379.7649833
07/03/2013 6:00,244.17468,0,0.999,14.89,387.6692297
07/03/2013 7:00,481.88694,0.145835625,0.91,18.5,391.1656758
07/03/2013 8:00,552.10026,0.73960499,0.731,22.14,401.8610222
07/03/2013 9:00,537.9528,0.714230466,0.701,22.69,405.6210834
07/03/2013 10:00,679.4274,1.385901288,0.668,23.99,409.7786982
07/03/2013 11:00,680.3007,2.59877758,0.6034,25.61,415.5608
07/03/2013 12:00,1142.2764,1.82389525,0.5707,27,419.1225843
07/03/2013 13:00,1187.688,2.335244997,0.5221,27.72,420.2897572
07/03/2013 14:00,1020.0144,1.919845106,0.4981,28.24,422.3373476
07/03/2013 15:00,957.1368,1.893805306,0.4658,28.74,421.5883878
07/03/2013 16:00,738.8118,2.200462361,0.4478,28.4,419.3079195
07/03/2013 17:00,278.05872,1.742614862,0.4925,25.89,412.6481276
07/03/2013 18:00,146.80173,0.417677417,0.739,22.74,406.7969763
07/03/2013 19:00,66.80745,0.35711025,0.803,20.76,401.3842129
07/03/2013 20:00,2.27058,0.0467422,0.951,17.98,394.8974267
07/03/2013 21:00,-0.26199,0,0.999,16.35,389.9892095
07/03/2013 22:00,-0.26199,0,0.999,15.13,386.0413745
07/03/2013 23:00,-0.26199,0.185099075,0.999,14.4,387.0714641
07/04/2013 0:00,-0.26199,0,0.959,15.69,389.5240375
07/04/2013 1:00,-0.26199,0.59082125,0.951,15.19,388.2399258
07/04/2013 2:00,-0.17466,0.58708175,0.959,15.25,390.5217057
