DateTime,GloRad (W/m2),Wind Speed (m/s),Relative Humidity (0 - 1),Air Temp (*C),Cloudiness (0 - 1)
07/03/2013 0:00,0,0,0.999,11.95,0
07/03/2013 1:00,0,0.179499738,0.999,10.74,0
07/03/2013 2:00,0,0.034475334,0.999,10.64,0
07/03/2013 3:00,0,0,0.999,9.59,0
07/03/2013 4:00,1.30995,0.001869688,0.999,8.85,0.01
07/03/2013 5:00,71.95992,0,0.999,9.29,0
07/03/2013 6:00,244.17468,0,0.999,14.46,0
07/03/2013 7:00,481.88694,0.145835625,0.91,18.07,0.02
07/03/2013 8:00,552.10026,0.73960499,0.731,21.71,0.01
07/03/2013 9:00,537.9528,0.714230466,0.701,22.26,0.03
07/03/2013 10:00,679.4274,1.385901288,0.668,23.56,0.97
07/03/2013 11:00,680.3007,2.59877758,0.6034,25.18,0.01
07/03/2013 12:00,1142.2764,1.82389525,0.5707,26.57,0
07/03/2013 13:00,1187.688,2.335244997,0.5221,27.29,0
07/03/2013 14:00,1020.0144,1.919845106,0.4981,27.81,0.01
07/03/2013 15:00,957.1368,1.893805306,0.4658,28.31,0
07/03/2013 16:00,738.8118,2.200462361,0.4478,27.97,0
07/03/2013 17:00,278.05872,1.742614862,0.4925,25.46,0.99
07/03/2013 18:00,146.80173,0.417677417,0.739,22.31,0.98
07/03/2013 19:00,66.80745,0.35711025,0.803,20.33,0.17
07/03/2013 20:00,2.27058,0.0467422,0.951,17.55,0
07/03/2013 21:00,0,0,0.999,15.92,0
07/03/2013 22:00,0,0,0.999,14.7,0.28
07/03/2013 23:00,0,0.185099075,0.999,13.97,0.11
07/04/2013 0:00,0,0,0.959,15.26,0.18
07/04/2013 1:00,0,0.59082125,0.951,14.76,0.9
07/04/2013 2:00,0,0.58708175,0.959,14.82,0.65
07/04/2013 3:00,0,0.001869688,0.927,15.24,0.11
07/04/2013 4:00,1.7466,0,0.905,15.86,0
07/04/2013 5:00,63.31425,0,0.999,13.98,0
07/04/2013 6:00,235.791,0.170141575,0.823,18.13,0
07/04/2013 7:00,453.76668,1.149299747,0.747,20.88,0
07/04/2013 8:00,677.6808,1.669735682,0.6275,23.46,0
07/04/2013 9:00,893.3859,1.57160771,0.5366,24.69,0.57
07/04/2013 10:00,800.8161,0.495308415,0.555,24.44,0.35
07/04/2013 11:00,541.27134,0.155858386,0.5772,24.55,0.28
07/04/2013 12:00,213.25986,0.4874008,0.5617,25.73,0.01
07/04/2013 13:00,1181.5749,1.315304853,0.4911,27.71,0.03
07/04/2013 14:00,1150.1361,1.103274187,0.558,26.48,0.24
07/04/2013 15:00,256.13889,1.288517221,0.5609,25.49,0
07/04/2013 16:00,150.55692,1.022575503,0.5707,25.43,0.79
07/04/2013 17:00,134.40087,1.962535188,0.6249,23.78,0.07
07/04/2013 18:00,350.45529,1.931578253,0.6045,25.49,0
07/04/2013 19:00,46.80888,0.198583338,0.6037,22.7,0
07/04/2013 20:00,3.84252,1.06011275,0.823,18.52,0
07/04/2013 21:00,0,0.108441875,0.994,14.94,0
07/04/2013 22:00,0,0.27110475,0.999,13.99,0
07/04/2013 23:00,0,0,0.983,14.05,0
07/05/2013 0:00,0,0.005609063,0.999,12.71,0
07/05/2013 1:00,0,0.7273085,0.999,11.51,0
07/05/2013 2:00,0,0.75909325,0.999,11.07,0
07/05/2013 3:00,0,0.170141575,0.999,10.66,0
07/05/2013 4:00,1.13529,0.248668425,0.999,10.4,0
07/05/2013 5:00,58.68576,0,0.999,10.72,0.01
07/05/2013 6:00,250.11312,0.335675362,0.999,15.7,0.01
07/05/2013 7:00,242.25342,1.284805825,0.724,21.47,0.01
07/05/2013 8:00,668.9478,2.473195156,0.6062,23.33,0.01
07/05/2013 9:00,889.8927,2.700380665,0.5698,24.12,0
07/05/2013 10:00,1047.96,2.64326812,0.5437,25.28,0
07/05/2013 11:00,1185.0681,2.153576441,0.5055,25.52,0
07/05/2013 12:00,979.8426,3.127309261,0.46,26.6,0.11
07/05/2013 13:00,1198.1676,4.054692345,0.4775,26.95,0
07/05/2013 14:00,1133.5434,2.875766894,0.4594,27.01,0.03
07/05/2013 15:00,910.8519,2.609754302,0.4461,27.64,0.02
07/05/2013 16:00,792.9564,2.752592078,0.4845,26.91,0
07/05/2013 17:00,346.87476,1.840514475,0.5121,24.96,0.02
07/05/2013 18:00,95.10237,3.078759709,0.553,23.43,0.94
07/05/2013 19:00,52.04868,1.520396236,0.5601,22.77,0.9
07/05/2013 20:00,2.70723,1.071396254,0.6876,19.96,0.9
07/05/2013 21:00,0,1.589504828,0.6694,20.6,0.18
07/05/2013 22:00,0,2.729773401,0.6677,20.7,0.9
07/05/2013 23:00,0,1.251569744,0.704,20.33,0.11
07/06/2013 0:00,0,0.865534061,0.708,20.05,0.11
07/06/2013 1:00,0,1.47103049,0.717,19.91,0
07/06/2013 2:00,0,0.3514465,0.707,20.09,0
07/06/2013 3:00,0,0.587129562,0.716,19.76,0.65
07/06/2013 4:00,0.43665,1.5803018,0.754,19.09,0.65
07/06/2013 5:00,17.37867,0.848222247,0.762,19.21,0.99
07/06/2013 6:00,73.09521,2.48319077,0.755,19.4,0.99
07/06/2013 7:00,53.00931,1.423573833,0.822,18.57,0.86
07/06/2013 8:00,148.89765,0.998017409,0.858,18.41,0.5
07/06/2013 9:00,395.16825,1.047634259,0.802,19.57,0
07/06/2013 10:00,653.2284,2.753059767,0.706,21.63,0
07/06/2013 11:00,1184.1948,2.513870549,0.6092,24.36,0.01
07/06/2013 12:00,965.8698,1.737938562,0.6124,24.23,0.01
07/06/2013 13:00,1159.7424,1.856412393,0.6055,24.94,0
07/06/2013 14:00,1049.7066,2.538502091,0.5774,25.34,0
07/06/2013 15:00,912.5985,3.24198066,0.5637,26,0
07/06/2013 16:00,729.2055,3.444758168,0.5639,25.82,0
07/06/2013 17:00,515.07234,2.549980213,0.5462,25.04,0
07/06/2013 18:00,289.0623,2.393998156,0.5755,24.45,0
07/06/2013 19:00,102.35076,1.107789449,0.6491,23.06,0.6
07/06/2013 20:00,3.58053,0.384996714,0.6854,21.44,0.18
07/06/2013 21:00,0,0.931421507,0.739,20.32,0.18
07/06/2013 22:00,0,0.604866185,0.747,20,0.85
07/06/2013 23:00,0,1.130664897,0.757,19.83,0.18
07/07/2013 0:00,0,0.738242444,0.761,19.76,0.65
07/07/2013 1:00,0,1.706124616,0.753,19.71,0.11
07/07/2013 2:00,0,1.961158703,0.766,19.59,0.11
07/07/2013 3:00,0,1.351482758,0.782,19.24,0.18
07/07/2013 4:00,1.04796,0.474152895,0.823,18.21,0.02
07/07/2013 5:00,38.16321,0.169966832,0.983,15.24,0
07/07/2013 6:00,246.18327,0.254421821,0.849,18.85,0
07/07/2013 7:00,467.47749,1.012806336,0.662,22.78,0
07/07/2013 8:00,661.0881,2.096793534,0.6478,22.9,0
07/07/2013 9:00,846.2277,2.519030411,0.6486,23.85,0.01
07/07/2013 10:00,1051.4532,2.431741773,0.6031,25.32,0.01
07/07/2013 11:00,744.9249,2.453725334,0.6167,24.56,0.13
07/07/2013 12:00,1234.8462,2.512262567,0.6016,25.72,0.01
07/07/2013 13:00,1189.4346,2.712623099,0.5656,26.2,0.02
07/07/2013 14:00,1072.4124,3.76995784,0.5499,26.69,0.02
07/07/2013 15:00,748.4181,3.161097838,0.534,26.92,0.01
07/07/2013 16:00,598.82181,2.485041915,0.5293,26.33,0.02
07/07/2013 17:00,209.06802,1.56253655,0.6019,24.55,0
07/07/2013 18:00,339.7137,2.751447675,0.5771,25.26,0.01
07/07/2013 19:00,87.59199,2.554780343,0.6218,23.44,0
07/07/2013 20:00,3.66786,0.694721695,0.6986,21.26,0
07/07/2013 21:00,0,0.114708033,0.958,16.65,0.27
07/07/2013 22:00,0,0.187761696,0.955,16.28,0.27
07/07/2013 23:00,0,0.108908282,0.998,15.14,0.18
07/08/2013 0:00,0,0.080396575,0.805,18.04,0.27
07/08/2013 1:00,0,0.452920067,0.751,18.14,0.18
07/08/2013 2:00,0,0.460493891,0.706,18.41,0.27
07/08/2013 3:00,0,0.428611303,0.706,17.89,0.11
07/08/2013 4:00,2.27058,0.37956492,0.713,17.46,0.03
07/08/2013 5:00,63.22692,0.701362249,0.906,14.68,0
07/08/2013 6:00,222.25485,0.721227017,0.6858,19.35,0
07/08/2013 7:00,429.13962,1.311134828,0.5932,21.09,0
07/08/2013 8:00,678.5541,1.423952146,0.5356,22.29,0
07/08/2013 9:00,856.7073,2.348339409,0.5194,23.4,0
07/08/2013 10:00,1016.5212,3.04084624,0.5079,24.07,0
07/08/2013 11:00,1114.3308,2.891486661,0.5007,25.25,0
07/08/2013 12:00,1167.6021,2.608251582,0.4691,25.75,0
07/08/2013 13:00,1144.8963,2.859411186,0.4665,26.23,0
07/08/2013 14:00,1055.8197,2.722429363,0.4504,26.56,0
07/08/2013 15:00,914.3451,2.460398053,0.4584,26.75,0
07/08/2013 16:00,725.7123,2.355758765,0.4654,26.4,0
07/08/2013 17:00,505.6407,2.565442923,0.4759,25.74,0
07/08/2013 18:00,240.33216,2.608703486,0.501,24.17,0
07/08/2013 19:00,85.75806,1.500758346,0.5393,22.78,0
07/08/2013 20:00,3.23121,0.158923425,0.6058,20.64,0
07/08/2013 21:00,0,0,0.905,15.4,0
07/08/2013 22:00,0,0,0.989,13.74,0
07/08/2013 23:00,0,0,0.999,12.2,0
07/09/2013 0:00,0,0.6319545,0.999,12.1,0
07/09/2013 1:00,0,1.065722,0.999,11.96,0
07/09/2013 2:00,0,0.58147275,0.999,10.97,0
07/09/2013 3:00,0,0.2112747,0.999,10.47,0
07/09/2013 4:00,1.04796,0.733384773,0.999,10.02,0
07/09/2013 5:00,43.14102,1.03393725,0.999,10.19,0
07/09/2013 6:00,217.53903,0,0.999,15.3,0
07/09/2013 7:00,427.39302,0.25240775,0.727,20.36,0
07/09/2013 8:00,659.3415,0.360389293,0.5831,24.26,0
07/09/2013 9:00,868.0602,0.427946167,0.5331,24.23,0.19
07/09/2013 10:00,1043.5935,0.761706529,0.5011,25.66,0.52
07/09/2013 11:00,947.5305,0.858103054,0.5677,24.54,0.27
07/09/2013 12:00,387.13389,1.302344351,0.5159,26.47,0.2
07/09/2013 13:00,333.25128,0.773085887,0.5876,24.86,0.54
07/09/2013 14:00,1179.8283,1.023539114,0.4579,28.02,0.13
07/09/2013 15:00,991.1955,0.4038914,0.434,28.94,0
07/09/2013 16:00,751.038,0.843483876,0.4261,28.48,0.02
07/09/2013 17:00,534.4596,0.841668917,0.4288,27.91,0.01
07/09/2013 18:00,262.51398,1.057555871,0.4736,27.32,0.8
07/09/2013 19:00,25.67502,0.550145697,0.6694,22.55,0
07/09/2013 20:00,2.35791,0.132747825,0.933,17.32,0
07/09/2013 21:00,0,0.06917845,0.998,15.49,0
07/09/2013 22:00,0.26199,0.170141575,0.999,15.24,0.23
07/09/2013 23:00,0,0,0.999,14.76,0
07/10/2013 0:00,0,0.071048125,0.999,14.04,0
07/10/2013 1:00,0,0,0.999,13.29,0
07/10/2013 2:00,0,0.65626025,0.999,12.47,0
07/10/2013 3:00,0,0.413201,0.999,12.19,0
07/10/2013 4:00,0.8733,1.1966,0.999,10.96,0
07/10/2013 5:00,46.19757,0.6973935,0.999,11.55,0.01
07/10/2013 6:00,228.01863,0.91053775,0.999,15.55,0
07/10/2013 7:00,414.8175,0.6076485,0.791,20.03,0
07/10/2013 8:00,658.4682,0.782097295,0.6564,23.82,0.37
07/10/2013 9:00,352.20189,0.6378266,0.4965,25.57,0.27
07/10/2013 10:00,639.2556,1.007594984,0.4839,26.53,0.72
07/10/2013 11:00,692.5269,0.729398619,0.4921,26.51,0.02
07/10/2013 12:00,682.0473,0.751049012,0.4435,27.47,0.01
07/10/2013 13:00,925.698,1.829792767,0.429,27.56,0.11
07/10/2013 14:00,584.93634,1.395404479,0.4215,28.33,0.28
07/10/2013 15:00,932.6844,0.467287238,0.4099,28.9,0.03
07/10/2013 16:00,745.7982,0.433803764,0.4219,28.23,0.03
07/10/2013 17:00,545.72517,1.345007147,0.4106,28.5,0.36
07/10/2013 18:00,258.93345,0.311065658,0.5286,27.19,0.97
07/10/2013 19:00,36.6786,0.133797018,0.762,22.66,0.65
07/10/2013 20:00,1.13529,0,0.909,19.6,0.85
07/10/2013 21:00,0,1.238983722,0.979,14.28,0.85
07/10/2013 22:00,0,0.57400618,0.999,14.3,0
07/10/2013 23:00,0,0.50107625,0.999,13.96,0
07/11/2013 0:00,0,0,0.999,13.23,0.65
07/11/2013 1:00,0,0.7516145,0.999,12.76,0
07/11/2013 2:00,0,0.628217782,0.999,12.88,0.62
07/11/2013 3:00,0,0.0747875,0.999,13.61,0.85
07/11/2013 4:00,0.34932,0.4281585,0.999,12.91,0
07/11/2013 5:00,25.93701,0.18066445,0.999,12.3,0.99
07/11/2013 6:00,13.44882,0.297515339,0.999,13.88,0.99
07/11/2013 7:00,102.26343,0.468978477,0.999,14.5,0.99
07/11/2013 8:00,212.03724,0.258990527,0.999,16.13,0.96
07/11/2013 9:00,329.2341,0.199671771,0.999,16.73,0.91
07/11/2013 10:00,132.65427,0.386120966,0.947,17.94,0.1
07/11/2013 11:00,1171.0953,0.001869688,0.824,21.3,0.19
07/11/2013 12:00,240.68148,1.336336106,0.776,21.18,0.06
07/11/2013 13:00,592.79604,1.267256566,0.729,21,0.95
07/11/2013 14:00,1085.5119,0.617461459,0.999,16.9,0.65
07/11/2013 15:00,313.86402,1.858623733,0.82,20.14,0.02
07/11/2013 16:00,562.92918,1.619776503,0.6641,22.18,0.57
07/11/2013 17:00,510.8805,2.271216957,0.726,22.17,0.82
07/11/2013 18:00,128.46243,2.529712689,0.6286,19.82,0.89
07/11/2013 19:00,19.56192,1.776931046,0.6,18.38,0.23
07/11/2013 20:00,2.70723,0.024305938,0.6452,16.65,0.65
07/11/2013 21:00,0,0,0.977,13.12,0
07/11/2013 22:00,0,0,0.999,11.76,0
07/11/2013 23:00,0,0.138356875,0.999,9.89,0
07/12/2013 0:00,0,0.92362575,0.999,9.54,0
07/12/2013 1:00,0,0.36271925,0.999,8.8,0
07/12/2013 2:00,0,0.722244216,0.999,8.29,0
07/12/2013 3:00,0,0.841361327,0.999,7.46,0
07/12/2013 4:00,0.52398,0.34215275,0.999,7.23,0
07/12/2013 5:00,42.00573,0,0.999,7.19,0
07/12/2013 6:00,219.72228,0.39637375,0.999,10.88,0
07/12/2013 7:00,414.46818,0.12713875,0.903,15.26,0
07/12/2013 8:00,701.2599,0.170674932,0.6507,19.61,0.01
07/12/2013 9:00,889.0194,0.115027584,0.5721,21.49,0.37
07/12/2013 10:00,730.9521,0.864687643,0.513,21.25,0.06
07/12/2013 11:00,481.88694,1.016807506,0.4896,22.1,0.04
07/12/2013 12:00,904.7388,0.243325306,0.4772,23.05,0.11
07/12/2013 13:00,986.829,0.312774797,0.4347,23.98,0.01
07/12/2013 14:00,1123.0638,1.284469807,0.4506,24.48,0.18
07/12/2013 15:00,778.9836,1.739389423,0.4297,24.1,0.23
07/12/2013 16:00,481.10097,0.207947594,0.4358,23.6,0.06
07/12/2013 17:00,526.07592,1.056757184,0.427,25.22,0.02
07/12/2013 18:00,126.6285,0.778466179,0.533,21.68,0.01
07/12/2013 19:00,80.95491,0.886232,0.691,19.79,0
07/12/2013 20:00,2.6199,0,0.981,14.04,0
07/12/2013 21:00,0,0,0.999,12.51,0
07/12/2013 22:00,0,0.09535405,0.999,11.93,0
07/12/2013 23:00,0,0.143965925,0.999,11.39,0
07/13/2013 0:00,0,0,0.999,10.88,0
07/13/2013 1:00,0,0,0.999,10.18,0.65
07/13/2013 2:00,0.08733,0.001869688,0.999,10.05,0
07/13/2013 3:00,0,0.47677025,0.999,9.81,0
07/13/2013 4:00,0.43665,0.7441355,0.999,9.45,0
07/13/2013 5:00,37.72656,0.64691175,0.999,9.96,0.42
07/13/2013 6:00,161.29851,0.4879885,0.999,11.98,0.13
07/13/2013 7:00,260.15607,0.9067985,0.996,14.43,0.24
07/13/2013 8:00,547.03512,0.063569375,0.698,19.6,0.26
07/13/2013 9:00,531.40305,0.7592406,0.6557,21.22,0.56
07/13/2013 10:00,630.5226,1.1060983,0.6126,22.34,0.01
07/13/2013 11:00,1240.9593,1.231817569,0.5609,24.28,0.63
07/13/2013 12:00,1010.4081,1.258338441,0.5156,25.41,0.5
07/13/2013 13:00,558.12603,0.977687465,0.5684,22.42,0.12
07/13/2013 14:00,1079.3988,1.366219691,0.5485,23.68,0.24
07/13/2013 15:00,355.69509,0.776931126,0.5216,23.74,0.33
07/13/2013 16:00,605.63355,0.914307837,0.4767,25.43,0.09
07/13/2013 17:00,523.80534,0.449196072,0.4879,25.18,0.23
07/13/2013 18:00,291.85686,1.496713691,0.4631,24.59,0.01
07/13/2013 19:00,75.62778,0.033654375,0.6176,21.21,0
07/13/2013 20:00,2.70723,0.734689715,0.925,15.9,0
07/13/2013 21:00,0,0,0.988,14.26,0
07/13/2013 22:00,0,0.454334,0.984,13.06,0.65
07/13/2013 23:00,0,0.459943,0.999,11.41,0.89
07/14/2013 0:00,0,0.23184125,0.999,11.42,0.65
07/14/2013 1:00,0.08733,0,0.999,12.36,0
07/14/2013 2:00,0,0.29541075,0.999,12.3,0
07/14/2013 3:00,0,0.49546725,0.999,10.94,0
07/14/2013 4:00,0.34932,0.7385265,0.999,10.05,0.01
07/14/2013 5:00,40.43379,0.5590365,0.999,9.41,0
07/14/2013 6:00,215.61777,0.63008475,0.997,13.9,0
07/14/2013 7:00,439.18257,0.7871385,0.777,17.77,0
07/14/2013 8:00,663.708,1.867796353,0.5833,22.48,0
07/14/2013 9:00,884.6529,1.402949793,0.4894,23.5,0.2
07/14/2013 10:00,1178.0817,1.491443519,0.4708,24.07,0.68
07/14/2013 11:00,483.8082,1.412257735,0.5245,23.05,0
07/14/2013 12:00,1171.9686,0.172021411,0.4698,24.87,0.11
07/14/2013 13:00,840.9879,0.209079213,0.4503,25.77,0.03
07/14/2013 14:00,1137.0366,0.707130087,0.4096,26.15,0.38
07/14/2013 15:00,935.3043,0.426899105,0.4184,27.02,0.34
07/14/2013 16:00,657.5949,0.799939935,0.4009,26.64,0.01
07/14/2013 17:00,585.54765,0.390805004,0.3828,27.24,0.02
07/14/2013 18:00,162.87045,0.835013858,0.6206,24.39,0
07/14/2013 19:00,88.2033,0.25614725,0.785,20.52,0
07/14/2013 20:00,2.00859,0,0.972,15.51,0
07/14/2013 21:00,0,0.018696875,0.999,13.32,0
07/14/2013 22:00,0,0.8170535,0.999,12.06,0
07/14/2013 23:00,0,0.041133125,0.999,11.42,0
07/15/2013 0:00,0,0.08226625,0.999,10.46,0.18
07/15/2013 1:00,0,0.37206775,0.999,10.33,0.84
07/15/2013 2:00,0,0.51603375,0.999,10.37,0.18
07/15/2013 3:00,0.17466,0,0.999,10.85,0.18
07/15/2013 4:00,0.08733,0,0.999,11.59,0.99
07/15/2013 5:00,36.50394,0.003739375,0.999,11.95,0.98
07/15/2013 6:00,75.80244,0.26175625,0.999,13.22,0.79
07/15/2013 7:00,256.57554,0.5291215,0.999,14.8,0.49
07/15/2013 8:00,218.49966,0.652553022,0.804,19.21,0.23
07/15/2013 9:00,322.2477,0.434978632,0.6621,21.74,0.36
07/15/2013 10:00,790.3365,1.434459815,0.6012,23.44,0.4
07/15/2013 11:00,740.5584,0.842086219,0.5691,24.2,0.47
07/15/2013 12:00,1014.7746,0.638864312,0.5005,25.46,0.9
07/15/2013 13:00,322.68435,0.23221038,0.5406,25,0.22
07/15/2013 14:00,910.8519,1.349603468,0.5564,25.38,0.88
07/15/2013 15:00,145.22979,0.504417295,0.701,23.35,0.53
07/15/2013 16:00,541.53333,1.11529012,0.5288,23.56,0.86
07/15/2013 17:00,548.08308,1.528478316,0.5662,22.74,0.61
07/15/2013 18:00,204.87618,1.604236408,0.5901,21.78,0.69
07/15/2013 19:00,106.80459,1.280769978,0.592,20.53,0
07/15/2013 20:00,2.53257,0.766291332,0.6618,18.33,0
07/15/2013 21:00,0,0.702375571,0.86,15.92,0
07/15/2013 22:00,0,2.402967506,0.5938,18.15,0
07/15/2013 23:00,0,2.620548594,0.6664,16.62,0
07/16/2013 0:00,0,2.593637617,0.736,14.84,0
07/16/2013 1:00,0,1.837000897,0.6814,15.73,0
07/16/2013 2:00,0,0.563765691,0.709,14.65,0
07/16/2013 3:00,0,0.078526875,0.709,14.58,0
07/16/2013 4:00,0.26199,0.188838425,0.994,9.53,0.01
07/16/2013 5:00,28.73157,0.437686669,0.827,12.33,0
07/16/2013 6:00,228.97926,0.063953154,0.723,15.1,0
07/16/2013 7:00,451.4961,0.879939713,0.6355,17.93,0
07/16/2013 8:00,668.9478,1.112223648,0.5652,19.8,0
07/16/2013 9:00,877.6665,1.712716352,0.5134,21.03,0
07/16/2013 10:00,513.41307,1.545869851,0.5692,20.51,0
07/16/2013 11:00,1175.4618,1.160485723,0.4755,23.13,0
07/16/2013 12:00,1226.9865,1.304334432,0.4468,23.92,0
07/16/2013 13:00,1219.1268,1.31110034,0.4691,24.85,0.13
07/16/2013 14:00,1210.3938,1.290060051,0.4182,25.97,0.02
07/16/2013 15:00,557.95137,0.619907917,0.5306,23.6,0.15
07/16/2013 16:00,659.3415,1.497568273,0.4642,24.96,0.04
07/16/2013 17:00,538.65144,1.286726724,0.4836,26.29,0.01
07/16/2013 18:00,277.44741,0.899599577,0.4584,24.72,0
07/16/2013 19:00,92.74446,0.28045325,0.6338,22.04,0
07/16/2013 20:00,2.27058,0,0.932,15.13,0
07/16/2013 21:00,0,0.185099075,0.999,12.71,0
07/16/2013 22:00,0,0,0.999,11.44,0
07/16/2013 23:00,0,0.79648675,0.999,10.51,0
07/17/2013 0:00,0,0.050481575,0.999,10.08,0
07/17/2013 1:00,0,0.484249,0.999,9.5,0
07/17/2013 2:00,0,0.71609025,0.999,8.87,0
07/17/2013 3:00,0,0.6730875,0.999,8,0
07/17/2013 4:00,0.17466,0.6188665,0.999,8,0
07/17/2013 5:00,31.35147,0.87501375,0.999,7.74,0
07/17/2013 6:00,210.90195,0.9423225,0.999,12.98,0
07/17/2013 7:00,421.01793,0.228101875,0.831,17.44,0
07/17/2013 8:00,649.7352,0.166402175,0.562,22.99,0
07/17/2013 9:00,862.8204,1.610625894,0.5244,25.33,0
07/17/2013 10:00,1024.3809,1.537078725,0.4742,26.25,0
07/17/2013 11:00,1125.6837,1.428995358,0.464,26.08,0
07/17/2013 12:00,1175.4618,1.255589363,0.4482,26.87,0
07/17/2013 13:00,1159.7424,0.144740852,0.4213,27.45,0
07/17/2013 14:00,1061.0595,1.697121089,0.3987,28.62,0
07/17/2013 15:00,920.4582,1.126489434,0.3914,28.15,0.01
07/17/2013 16:00,733.572,0.583654046,0.3984,28.56,0
07/17/2013 17:00,509.48322,0.475003667,0.4315,27.72,0
07/17/2013 18:00,280.24197,1.316112532,0.5018,27.27,0
07/17/2013 19:00,87.15534,0.35150125,0.6122,24.11,0
07/17/2013 20:00,1.92126,0,0.92,16.88,0
07/17/2013 21:00,0,0.32719525,0.999,14.33,0
07/17/2013 22:00,0,0,0.999,12.82,0
07/17/2013 23:00,0,0.60016975,0.999,12.33,0
07/18/2013 0:00,0,0.688045,0.999,11.55,0
07/18/2013 1:00,0,0.73104775,0.999,10.82,0
07/18/2013 2:00,0,0.69552375,0.999,10.07,0
07/18/2013 3:00,0,0,0.999,9.49,0
07/18/2013 4:00,0.08733,0.58521225,0.999,9.07,0
07/18/2013 5:00,30.30351,0.72917825,0.999,8.91,0
07/18/2013 6:00,214.74447,0.58521225,0.999,13.92,0
07/18/2013 7:00,434.72874,0,0.854,18.87,0
07/18/2013 8:00,622.6629,0.4823795,0.6333,23.41,0
07/18/2013 9:00,857.5806,0.507412719,0.5262,26.52,0
07/18/2013 10:00,915.2184,0.26668455,0.4258,27.64,0.02
07/18/2013 11:00,1173.7152,1.341217819,0.4207,28.34,0.03
07/18/2013 12:00,1219.1268,1.191238994,0.3977,28.38,0
07/18/2013 13:00,1216.5069,0.662727045,0.3925,28.79,0.19
07/18/2013 14:00,1117.824,0.540135799,0.3775,29.58,0.21
07/18/2013 15:00,431.67219,1.297999462,0.4019,29.03,0
07/18/2013 16:00,172.65141,0.958943745,0.5208,27.53,0
07/18/2013 17:00,237.18828,0.415432526,0.5321,26.69,0.01
07/18/2013 18:00,273.69222,1.051264885,0.5006,28.1,0
07/18/2013 19:00,83.92413,0.568388075,0.6431,25.45,0
07/18/2013 20:00,1.30995,0,0.967,17.05,0
07/18/2013 21:00,0,0,0.999,14.72,0
07/18/2013 22:00,0,0.8525775,0.999,13.64,0
07/18/2013 23:00,0,0.6375635,0.999,12.75,0
07/19/2013 0:00,0,0.37580725,0.999,12.31,0
07/19/2013 1:00,0,0.448725,0.999,11.37,0
07/19/2013 2:00,0,0.60016975,0.999,10.84,0
07/19/2013 3:00,0,0.7142205,0.999,10.45,0.65
07/19/2013 4:00,0.17466,0,0.999,9.86,0.72
07/19/2013 5:00,37.37724,0.57960325,0.999,10.22,0
07/19/2013 6:00,86.54403,0.5478185,0.999,14.24,0.02
07/19/2013 7:00,327.05085,0.30101975,0.999,16.52,0
07/19/2013 8:00,641.0022,0.77031125,0.709,21.65,0
07/19/2013 9:00,840.1146,0.226239926,0.479,27.52,0
07/19/2013 10:00,1009.5348,0.758339873,0.4471,28.29,0
07/19/2013 11:00,1129.1769,1.077112081,0.4882,28.99,0
07/19/2013 12:00,1188.5613,0.578298908,0.4292,29.5,0.01
07/19/2013 13:00,1182.4482,1.136956088,0.4383,30.49,0.02
07/19/2013 14:00,707.373,0.772624585,0.5036,27.93,0.73
07/19/2013 15:00,286.70439,0.500189399,0.5017,26.57,0.99
07/19/2013 16:00,851.4675,0.075716573,0.4251,29.33,0.99
07/19/2013 17:00,518.7402,0.995111204,0.4882,29.17,0.33
07/19/2013 18:00,133.78956,0.536759834,0.6205,27.58,0.99
07/19/2013 19:00,51.43737,0.6786965,0.742,21.83,0.99
07/19/2013 20:00,1.22262,0,0.932,19.02,0
07/19/2013 21:00,0,0.28606225,0.997,16.5,0
07/19/2013 22:00,0,0.5833425,0.999,15.39,0
07/19/2013 23:00,0,0.77965975,0.999,14.77,0
07/20/2013 0:00,0,0.568385,0.999,13.25,0.66
07/20/2013 1:00,0,0.65065125,0.999,12.86,0
07/20/2013 2:00,0,0.878753,0.999,12.88,0
07/20/2013 3:00,0,0.34589225,0.999,11.81,0
07/20/2013 4:00,0,0.121529675,0.999,11.25,0.01
07/20/2013 5:00,26.54832,0.802096,0.999,11.15,0.01
07/20/2013 6:00,193.08663,0.52725175,0.999,14.8,0
07/20/2013 7:00,414.8175,0.679296405,0.786,21.14,0
07/20/2013 8:00,685.5405,1.51077343,0.5853,24.38,0
07/20/2013 9:00,824.3952,2.41875574,0.5388,25.65,0
07/20/2013 10:00,1001.6751,1.750101344,0.5105,26.89,0
07/20/2013 11:00,799.9428,0.955598803,0.4832,26.88,0.05
07/20/2013 12:00,556.11744,1.571028216,0.4874,28,0.86
07/20/2013 13:00,1104.7245,2.090671821,0.5314,27.36,0.71
07/20/2013 14:00,731.8254,2.446535273,0.5206,26.74,0.09
07/20/2013 15:00,765.0108,2.215961294,0.5074,26.32,0.94
07/20/2013 16:00,436.12602,1.674723398,0.47,27.02,0.95
07/20/2013 17:00,242.16609,1.668315566,0.5009,25.5,0.23
07/20/2013 18:00,153.26415,1.91435009,0.4889,25.24,0.53
07/20/2013 19:00,42.09306,1.471473708,0.5401,23.39,0.99
07/20/2013 20:00,1.48461,1.0675915,0.6768,20.31,0.23
07/20/2013 21:00,0,0.846970564,0.956,15.41,0
07/20/2013 22:00,0,0,0.989,15.25,0
07/20/2013 23:00,0,0,0.998,15.36,0.23
