DateTime,#1     Inflow Rate (cms),#1     Inflow Temp (*C),#2     Inflow Rate (cms),#2     Inflow Temp (*C),#3     Inflow Rate (cms),#3     Inflow Temp (*C),#4     Inflow Rate (cms),#4     Inflow Temp (*C),#5     Inflow Rate (cms),#5     Inflow Temp (*C),#6     Inflow Rate (cms),#6     Inflow Temp (*C),#7     Inflow Rate (cms),#7     Inflow Temp (*C),#8     Inflow Rate (cms),#8     Inflow Temp (*C),#9     Inflow Rate (cms),#9     Inflow Temp (*C),#10     Inflow Rate (cms),#10     Inflow Temp (*C),#11     Inflow Rate (cms),#11     Inflow Temp (*C),#12     Inflow Rate (cms),#12     Inflow Temp (*C),#13    Inflow Rate (cms),#13    Inflow Temp (*C)
07/01/2013 0:00,0.1875333333,13.863,0.1875333333,13.363,0.1077777778,12.863,0.1034666667,13.063,0.1077777778,13.263,0.097,13.463,0.0431111111,13.663,0.194,13.863,0.097,14.063,0.0215555556,14.263,0.1077777778,14.463,0.5388888889,14.663,0.0862222222,15.863
07/01/2013 1:00,0.1875333333,13.863,0.1875333333,13.363,0.1077777778,12.863,0.1034666667,13.063,0.1077777778,13.263,0.097,13.463,0.0431111111,13.663,0.194,13.863,0.097,14.063,0.0215555556,14.263,0.1077777778,14.463,0.5388888889,14.663,0.0862222222,15.863
07/01/2013 2:00,0.1875333333,13.666,0.1875333333,13.166,0.1077777778,12.666,0.1034666667,12.866,0.1077777778,13.066,0.097,13.266,0.0431111111,13.466,0.194,13.666,0.097,13.866,0.0215555556,14.066,0.1077777778,14.266,0.5388888889,14.466,0.0862222222,15.666
07/01/2013 3:00,0.1856,13.469,0.1856,12.969,0.1066666667,12.469,0.1024,12.669,0.1066666667,12.869,0.096,13.069,0.0426666667,13.269,0.192,13.469,0.096,13.669,0.0213333333,13.869,0.1066666667,14.069,0.5333333333,14.269,0.0853333333,15.469
07/01/2013 4:00,0.1856,13.272,0.1856,12.772,0.1066666667,12.272,0.1024,12.472,0.1066666667,12.672,0.096,12.872,0.0426666667,13.072,0.192,13.272,0.096,13.472,0.0213333333,13.672,0.1066666667,13.872,0.5333333333,14.072,0.0853333333,15.272
07/01/2013 5:00,0.1856,13.075,0.1856,12.575,0.1066666667,12.075,0.1024,12.275,0.1066666667,12.475,0.096,12.675,0.0426666667,12.875,0.192,13.075,0.096,13.275,0.0213333333,13.475,0.1066666667,13.675,0.5333333333,13.875,0.0853333333,15.075
07/01/2013 6:00,0.1856,12.976,0.1856,12.476,0.1066666667,11.976,0.1024,12.176,0.1066666667,12.376,0.096,12.576,0.0426666667,12.776,0.192,12.976,0.096,13.176,0.0213333333,13.376,0.1066666667,13.576,0.5333333333,13.776,0.0853333333,14.976
07/01/2013 7:00,0.1856,12.976,0.1856,12.476,0.1066666667,11.976,0.1024,12.176,0.1066666667,12.376,0.096,12.576,0.0426666667,12.776,0.192,12.976,0.096,13.176,0.0213333333,13.376,0.1066666667,13.576,0.5333333333,13.776,0.0853333333,14.976
07/01/2013 8:00,0.1856,13.075,0.1856,12.575,0.1066666667,12.075,0.1024,12.275,0.1066666667,12.475,0.096,12.675,0.0426666667,12.875,0.192,13.075,0.096,13.275,0.0213333333,13.475,0.1066666667,13.675,0.5333333333,13.875,0.0853333333,15.075
07/01/2013 9:00,0.1836666667,13.666,0.1836666667,13.166,0.1055555556,12.666,0.1013333333,12.866,0.1055555556,13.066,0.095,13.266,0.0422222222,13.466,0.19,13.666,0.095,13.866,0.0211111111,14.066,0.1055555556,14.266,0.5277777778,14.466,0.0844444444,15.666
07/01/2013 10:00,0.1836666667,13.568,0.1836666667,13.068,0.1055555556,12.568,0.1013333333,12.768,0.1055555556,12.968,0.095,13.168,0.0422222222,13.368,0.19,13.568,0.095,13.768,0.0211111111,13.968,0.1055555556,14.168,0.5277777778,14.368,0.0844444444,15.568
07/01/2013 11:00,0.1836666667,13.863,0.1836666667,13.363,0.1055555556,12.863,0.1013333333,13.063,0.1055555556,13.263,0.095,13.463,0.0422222222,13.663,0.19,13.863,0.095,14.063,0.0211111111,14.263,0.1055555556,14.463,0.5277777778,14.663,0.0844444444,15.863
07/01/2013 12:00,0.1836666667,14.059,0.1836666667,13.559,0.1055555556,13.059,0.1013333333,13.259,0.1055555556,13.459,0.095,13.659,0.0422222222,13.859,0.19,14.059,0.095,14.259,0.0211111111,14.459,0.1055555556,14.659,0.5277777778,14.859,0.0844444444,16.059
07/01/2013 13:00,0.1836666667,14.255,0.1836666667,13.755,0.1055555556,13.255,0.1013333333,13.455,0.1055555556,13.655,0.095,13.855,0.0422222222,14.055,0.19,14.255,0.095,14.455,0.0211111111,14.655,0.1055555556,14.855,0.5277777778,15.055,0.0844444444,16.255
07/01/2013 14:00,0.1836666667,14.548,0.1836666667,14.048,0.1055555556,13.548,0.1013333333,13.748,0.1055555556,13.948,0.095,14.148,0.0422222222,14.348,0.19,14.548,0.095,14.748,0.0211111111,14.948,0.1055555556,15.148,0.5277777778,15.348,0.0844444444,16.548
07/01/2013 15:00,0.1836666667,14.841,0.1836666667,14.341,0.1055555556,13.841,0.1013333333,14.041,0.1055555556,14.241,0.095,14.441,0.0422222222,14.641,0.19,14.841,0.095,15.041,0.0211111111,15.241,0.1055555556,15.441,0.5277777778,15.641,0.0844444444,16.841
07/01/2013 16:00,0.1817333333,15.134,0.1817333333,14.634,0.1044444444,14.134,0.1002666667,14.334,0.1044444444,14.534,0.094,14.734,0.0417777778,14.934,0.188,15.134,0.094,15.334,0.0208888889,15.534,0.1044444444,15.734,0.5222222222,15.934,0.0835555556,17.134
07/01/2013 17:00,0.1817333333,15.231,0.1817333333,14.731,0.1044444444,14.231,0.1002666667,14.431,0.1044444444,14.631,0.094,14.831,0.0417777778,15.031,0.188,15.231,0.094,15.431,0.0208888889,15.631,0.1044444444,15.831,0.5222222222,16.031,0.0835555556,17.231
07/01/2013 18:00,0.1817333333,15.231,0.1817333333,14.731,0.1044444444,14.231,0.1002666667,14.431,0.1044444444,14.631,0.094,14.831,0.0417777778,15.031,0.188,15.231,0.094,15.431,0.0208888889,15.631,0.1044444444,15.831,0.5222222222,16.031,0.0835555556,17.231
07/01/2013 19:00,0.1817333333,15.036,0.1817333333,14.536,0.1044444444,14.036,0.1002666667,14.236,0.1044444444,14.436,0.094,14.636,0.0417777778,14.836,0.188,15.036,0.094,15.236,0.0208888889,15.436,0.1044444444,15.636,0.5222222222,15.836,0.0835555556,17.036
07/01/2013 20:00,0.1817333333,14.939,0.1817333333,14.439,0.1044444444,13.939,0.1002666667,14.139,0.1044444444,14.339,0.094,14.539,0.0417777778,14.739,0.188,14.939,0.094,15.139,0.0208888889,15.339,0.1044444444,15.539,0.5222222222,15.739,0.0835555556,16.939
07/01/2013 21:00,0.1817333333,14.841,0.1817333333,14.341,0.1044444444,13.841,0.1002666667,14.041,0.1044444444,14.241,0.094,14.441,0.0417777778,14.641,0.188,14.841,0.094,15.041,0.0208888889,15.241,0.1044444444,15.441,0.5222222222,15.641,0.0835555556,16.841
07/01/2013 22:00,0.1817333333,14.744,0.1817333333,14.244,0.1044444444,13.744,0.1002666667,13.944,0.1044444444,14.144,0.094,14.344,0.0417777778,14.544,0.188,14.744,0.094,14.944,0.0208888889,15.144,0.1044444444,15.344,0.5222222222,15.544,0.0835555556,16.744
07/01/2013 23:00,0.1817333333,14.548,0.1817333333,14.048,0.1044444444,13.548,0.1002666667,13.748,0.1044444444,13.948,0.094,14.148,0.0417777778,14.348,0.188,14.548,0.094,14.748,0.0208888889,14.948,0.1044444444,15.148,0.5222222222,15.348,0.0835555556,16.548
07/02/2013 0:00,0.1817333333,14.353,0.1817333333,13.853,0.1044444444,13.353,0.1002666667,13.553,0.1044444444,13.753,0.094,13.953,0.0417777778,14.153,0.188,14.353,0.094,14.553,0.0208888889,14.753,0.1044444444,14.953,0.5222222222,15.153,0.0835555556,16.353
07/02/2013 1:00,0.1798,14.255,0.1798,13.755,0.1033333333,13.255,0.0992,13.455,0.1033333333,13.655,0.093,13.855,0.0413333333,14.055,0.186,14.255,0.093,14.455,0.0206666667,14.655,0.1033333333,14.855,0.5166666667,15.055,0.0826666667,16.255
07/02/2013 2:00,0.1798,14.059,0.1798,13.559,0.1033333333,13.059,0.0992,13.259,0.1033333333,13.459,0.093,13.659,0.0413333333,13.859,0.186,14.059,0.093,14.259,0.0206666667,14.459,0.1033333333,14.659,0.5166666667,14.859,0.0826666667,16.059
07/02/2013 3:00,0.1798,13.961,0.1798,13.461,0.1033333333,12.961,0.0992,13.161,0.1033333333,13.361,0.093,13.561,0.0413333333,13.761,0.186,13.961,0.093,14.161,0.0206666667,14.361,0.1033333333,14.561,0.5166666667,14.761,0.0826666667,15.961
07/02/2013 4:00,0.1798,13.765,0.1798,13.265,0.1033333333,12.765,0.0992,12.965,0.1033333333,13.165,0.093,13.365,0.0413333333,13.565,0.186,13.765,0.093,13.965,0.0206666667,14.165,0.1033333333,14.365,0.5166666667,14.565,0.0826666667,15.765
07/02/2013 5:00,0.1798,13.666,0.1798,13.166,0.1033333333,12.666,0.0992,12.866,0.1033333333,13.066,0.093,13.266,0.0413333333,13.466,0.186,13.666,0.093,13.866,0.0206666667,14.066,0.1033333333,14.266,0.5166666667,14.466,0.0826666667,15.666
07/02/2013 6:00,0.1798,13.568,0.1798,13.068,0.1033333333,12.568,0.0992,12.768,0.1033333333,12.968,0.093,13.168,0.0413333333,13.368,0.186,13.568,0.093,13.768,0.0206666667,13.968,0.1033333333,14.168,0.5166666667,14.368,0.0826666667,15.568
07/02/2013 7:00,0.1798,13.568,0.1798,13.068,0.1033333333,12.568,0.0992,12.768,0.1033333333,12.968,0.093,13.168,0.0413333333,13.368,0.186,13.568,0.093,13.768,0.0206666667,13.968,0.1033333333,14.168,0.5166666667,14.368,0.0826666667,15.568
07/02/2013 8:00,0.1798,13.666,0.1798,13.166,0.1033333333,12.666,0.0992,12.866,0.1033333333,13.066,0.093,13.266,0.0413333333,13.466,0.186,13.666,0.093,13.866,0.0206666667,14.066,0.1033333333,14.266,0.5166666667,14.466,0.0826666667,15.666
07/02/2013 9:00,0.1778666667,14.157,0.1778666667,13.657,0.1022222222,13.157,0.0981333333,13.357,0.1022222222,13.557,0.092,13.757,0.0408888889,13.957,0.184,14.157,0.092,14.357,0.0204444444,14.557,0.1022222222,14.757,0.5111111111,14.957,0.0817777778,16.157
07/02/2013 10:00,0.1778666667,14.646,0.1778666667,14.146,0.1022222222,13.646,0.0981333333,13.846,0.1022222222,14.046,0.092,14.246,0.0408888889,14.446,0.184,14.646,0.092,14.846,0.0204444444,15.046,0.1022222222,15.246,0.5111111111,15.446,0.0817777778,16.646
07/02/2013 11:00,0.1778666667,16.007,0.1778666667,15.507,0.1022222222,15.007,0.0981333333,15.207,0.1022222222,15.407,0.092,15.607,0.0408888889,15.807,0.184,16.007,0.092,16.207,0.0204444444,16.407,0.1022222222,16.607,0.5111111111,16.807,0.0817777778,18.007
07/02/2013 12:00,0.1778666667,17.742,0.1778666667,17.242,0.1022222222,16.742,0.0981333333,16.942,0.1022222222,17.142,0.092,17.342,0.0408888889,17.542,0.184,17.742,0.092,17.942,0.0204444444,18.142,0.1022222222,18.342,0.5111111111,18.542,0.0817777778,19.742
07/02/2013 13:00,0.1778666667,18.509,0.1778666667,18.009,0.1022222222,17.509,0.0981333333,17.709,0.1022222222,17.909,0.092,18.109,0.0408888889,18.309,0.184,18.509,0.092,18.709,0.0204444444,18.909,0.1022222222,19.109,0.5111111111,19.309,0.0817777778,20.509
07/02/2013 14:00,0.1778666667,17.454,0.1778666667,16.954,0.1022222222,16.454,0.0981333333,16.654,0.1022222222,16.854,0.092,17.054,0.0408888889,17.254,0.184,17.454,0.092,17.654,0.0204444444,17.854,0.1022222222,18.054,0.5111111111,18.254,0.0817777778,19.454
07/02/2013 15:00,0.1778666667,16.876,0.1778666667,16.376,0.1022222222,15.876,0.0981333333,16.076,0.1022222222,16.276,0.092,16.476,0.0408888889,16.676,0.184,16.876,0.092,17.076,0.0204444444,17.276,0.1022222222,17.476,0.5111111111,17.676,0.0817777778,18.876
07/02/2013 16:00,0.1778666667,16.49,0.1778666667,15.99,0.1022222222,15.49,0.0981333333,15.69,0.1022222222,15.89,0.092,16.09,0.0408888889,16.29,0.184,16.49,0.092,16.69,0.0204444444,16.89,0.1022222222,17.09,0.5111111111,17.29,0.0817777778,18.49
07/02/2013 17:00,0.1778666667,16.394,0.1778666667,15.894,0.1022222222,15.394,0.0981333333,15.594,0.1022222222,15.794,0.092,15.994,0.0408888889,16.194,0.184,16.394,0.092,16.594,0.0204444444,16.794,0.1022222222,16.994,0.5111111111,17.194,0.0817777778,18.394
07/02/2013 18:00,0.1778666667,16.297,0.1778666667,15.797,0.1022222222,15.297,0.0981333333,15.497,0.1022222222,15.697,0.092,15.897,0.0408888889,16.097,0.184,16.297,0.092,16.497,0.0204444444,16.697,0.1022222222,16.897,0.5111111111,17.097,0.0817777778,18.297
07/02/2013 19:00,0.1759333333,16.201,0.1759333333,15.701,0.1011111111,15.201,0.0970666667,15.401,0.1011111111,15.601,0.091,15.801,0.0404444444,16.001,0.182,16.201,0.091,16.401,0.0202222222,16.601,0.1011111111,16.801,0.5055555556,17.001,0.0808888889,18.201
07/02/2013 20:00,0.1759333333,16.104,0.1759333333,15.604,0.1011111111,15.104,0.0970666667,15.304,0.1011111111,15.504,0.091,15.704,0.0404444444,15.904,0.182,16.104,0.091,16.304,0.0202222222,16.504,0.1011111111,16.704,0.5055555556,16.904,0.0808888889,18.104
07/02/2013 21:00,0.1759333333,15.91,0.1759333333,15.41,0.1011111111,14.91,0.0970666667,15.11,0.1011111111,15.31,0.091,15.51,0.0404444444,15.71,0.182,15.91,0.091,16.11,0.0202222222,16.31,0.1011111111,16.51,0.5055555556,16.71,0.0808888889,17.91
07/02/2013 22:00,0.1759333333,15.716,0.1759333333,15.216,0.1011111111,14.716,0.0970666667,14.916,0.1011111111,15.116,0.091,15.316,0.0404444444,15.516,0.182,15.716,0.091,15.916,0.0202222222,16.116,0.1011111111,16.316,0.5055555556,16.516,0.0808888889,17.716
07/02/2013 23:00,0.1759333333,15.522,0.1759333333,15.022,0.1011111111,14.522,0.0970666667,14.722,0.1011111111,14.922,0.091,15.122,0.0404444444,15.322,0.182,15.522,0.091,15.722,0.0202222222,15.922,0.1011111111,16.122,0.5055555556,16.322,0.0808888889,17.522
07/03/2013 0:00,0.1759333333,15.328,0.1759333333,14.828,0.1011111111,14.328,0.0970666667,14.528,0.1011111111,14.728,0.091,14.928,0.0404444444,15.128,0.182,15.328,0.091,15.528,0.0202222222,15.728,0.1011111111,15.928,0.5055555556,16.128,0.0808888889,17.328
07/03/2013 1:00,0.1759333333,15.134,0.1759333333,14.634,0.1011111111,14.134,0.0970666667,14.334,0.1011111111,14.534,0.091,14.734,0.0404444444,14.934,0.182,15.134,0.091,15.334,0.0202222222,15.534,0.1011111111,15.734,0.5055555556,15.934,0.0808888889,17.134
07/03/2013 2:00,0.1759333333,15.036,0.1759333333,14.536,0.1011111111,14.036,0.0970666667,14.236,0.1011111111,14.436,0.091,14.636,0.0404444444,14.836,0.182,15.036,0.091,15.236,0.0202222222,15.436,0.1011111111,15.636,0.5055555556,15.836,0.0808888889,17.036
07/03/2013 3:00,0.1759333333,14.841,0.1759333333,14.341,0.1011111111,13.841,0.0970666667,14.041,0.1011111111,14.241,0.091,14.441,0.0404444444,14.641,0.182,14.841,0.091,15.041,0.0202222222,15.241,0.1011111111,15.441,0.5055555556,15.641,0.0808888889,16.841
07/03/2013 4:00,0.1759333333,14.744,0.1759333333,14.244,0.1011111111,13.744,0.0970666667,13.944,0.1011111111,14.144,0.091,14.344,0.0404444444,14.544,0.182,14.744,0.091,14.944,0.0202222222,15.144,0.1011111111,15.344,0.5055555556,15.544,0.0808888889,16.744
07/03/2013 5:00,0.1759333333,14.646,0.1759333333,14.146,0.1011111111,13.646,0.0970666667,13.846,0.1011111111,14.046,0.091,14.246,0.0404444444,14.446,0.182,14.646,0.091,14.846,0.0202222222,15.046,0.1011111111,15.246,0.5055555556,15.446,0.0808888889,16.646
07/03/2013 6:00,0.174,14.548,0.174,14.048,0.1,13.548,0.096,13.748,0.1,13.948,0.09,14.148,0.04,14.348,0.18,14.548,0.09,14.748,0.02,14.948,0.1,15.148,0.5,15.348,0.08,16.548
07/03/2013 7:00,0.174,14.548,0.174,14.048,0.1,13.548,0.096,13.748,0.1,13.948,0.09,14.148,0.04,14.348,0.18,14.548,0.09,14.748,0.02,14.948,0.1,15.148,0.5,15.348,0.08,16.548
07/03/2013 8:00,0.174,14.646,0.174,14.146,0.1,13.646,0.096,13.846,0.1,14.046,0.09,14.246,0.04,14.446,0.18,14.646,0.09,14.846,0.02,15.046,0.1,15.246,0.5,15.446,0.08,16.646
07/03/2013 9:00,0.174,15.036,0.174,14.536,0.1,14.036,0.096,14.236,0.1,14.436,0.09,14.636,0.04,14.836,0.18,15.036,0.09,15.236,0.02,15.436,0.1,15.636,0.5,15.836,0.08,17.036
07/03/2013 10:00,0.174,15.425,0.174,14.925,0.1,14.425,0.096,14.625,0.1,14.825,0.09,15.025,0.04,15.225,0.18,15.425,0.09,15.625,0.02,15.825,0.1,16.025,0.5,16.225,0.08,17.425
07/03/2013 11:00,0.174,16.587,0.174,16.087,0.1,15.587,0.096,15.787,0.1,15.987,0.09,16.187,0.04,16.387,0.18,16.587,0.09,16.787,0.02,16.987,0.1,17.187,0.5,17.387,0.08,18.587
07/03/2013 12:00,0.174,18.125,0.174,17.625,0.1,17.125,0.096,17.325,0.1,17.525,0.09,17.725,0.04,17.925,0.18,18.125,0.09,18.325,0.02,18.525,0.1,18.725,0.5,18.925,0.08,20.125
07/03/2013 13:00,0.174,18.03,0.174,17.53,0.1,17.03,0.096,17.23,0.1,17.43,0.09,17.63,0.04,17.83,0.18,18.03,0.09,18.23,0.02,18.43,0.1,18.63,0.5,18.83,0.08,20.03
07/03/2013 14:00,0.174,17.838,0.174,17.338,0.1,16.838,0.096,17.038,0.1,17.238,0.09,17.438,0.04,17.638,0.18,17.838,0.09,18.038,0.02,18.238,0.1,18.438,0.5,18.638,0.08,19.838
07/03/2013 15:00,0.1720666667,18.221,0.1720666667,17.721,0.0988888889,17.221,0.0949333333,17.421,0.0988888889,17.621,0.089,17.821,0.0395555556,18.021,0.178,18.221,0.089,18.421,0.0197777778,18.621,0.0988888889,18.821,0.4944444444,19.021,0.0791111111,20.221
07/03/2013 16:00,0.1720666667,18.317,0.1720666667,17.817,0.0988888889,17.317,0.0949333333,17.517,0.0988888889,17.717,0.089,17.917,0.0395555556,18.117,0.178,18.317,0.089,18.517,0.0197777778,18.717,0.0988888889,18.917,0.4944444444,19.117,0.0791111111,20.317
07/03/2013 17:00,0.1720666667,18.221,0.1720666667,17.721,0.0988888889,17.221,0.0949333333,17.421,0.0988888889,17.621,0.089,17.821,0.0395555556,18.021,0.178,18.221,0.089,18.421,0.0197777778,18.621,0.0988888889,18.821,0.4944444444,19.021,0.0791111111,20.221
07/03/2013 18:00,0.1720666667,17.934,0.1720666667,17.434,0.0988888889,16.934,0.0949333333,17.134,0.0988888889,17.334,0.089,17.534,0.0395555556,17.734,0.178,17.934,0.089,18.134,0.0197777778,18.334,0.0988888889,18.534,0.4944444444,18.734,0.0791111111,19.934
07/03/2013 19:00,0.1720666667,17.742,0.1720666667,17.242,0.0988888889,16.742,0.0949333333,16.942,0.0988888889,17.142,0.089,17.342,0.0395555556,17.542,0.178,17.742,0.089,17.942,0.0197777778,18.142,0.0988888889,18.342,0.4944444444,18.542,0.0791111111,19.742
07/03/2013 20:00,0.1720666667,17.454,0.1720666667,16.954,0.0988888889,16.454,0.0949333333,16.654,0.0988888889,16.854,0.089,17.054,0.0395555556,17.254,0.178,17.454,0.089,17.654,0.0197777778,17.854,0.0988888889,18.054,0.4944444444,18.254,0.0791111111,19.454
07/03/2013 21:00,0.1701333333,17.165,0.1701333333,16.665,0.0977777778,16.165,0.0938666667,16.365,0.0977777778,16.565,0.088,16.765,0.0391111111,16.965,0.176,17.165,0.088,17.365,0.0195555556,17.565,0.0977777778,17.765,0.4888888889,17.965,0.0782222222,19.165
07/03/2013 22:00,0.1701333333,16.876,0.1701333333,16.376,0.0977777778,15.876,0.0938666667,16.076,0.0977777778,16.276,0.088,16.476,0.0391111111,16.676,0.176,16.876,0.088,17.076,0.0195555556,17.276,0.0977777778,17.476,0.4888888889,17.676,0.0782222222,18.876
07/03/2013 23:00,0.1701333333,16.683,0.1701333333,16.183,0.0977777778,15.683,0.0938666667,15.883,0.0977777778,16.083,0.088,16.283,0.0391111111,16.483,0.176,16.683,0.088,16.883,0.0195555556,17.083,0.0977777778,17.283,0.4888888889,17.483,0.0782222222,18.683
07/04/2013 0:00,0.1701333333,16.394,0.1701333333,15.894,0.0977777778,15.394,0.0938666667,15.594,0.0977777778,15.794,0.088,15.994,0.0391111111,16.194,0.176,16.394,0.088,16.594,0.0195555556,16.794,0.0977777778,16.994,0.4888888889,17.194,0.0782222222,18.394
07/04/2013 1:00,0.1701333333,16.201,0.1701333333,15.701,0.0977777778,15.201,0.0938666667,15.401,0.0977777778,15.601,0.088,15.801,0.0391111111,16.001,0.176,16.201,0.088,16.401,0.0195555556,16.601,0.0977777778,16.801,0.4888888889,17.001,0.0782222222,18.201
07/04/2013 2:00,0.1701333333,16.007,0.1701333333,15.507,0.0977777778,15.007,0.0938666667,15.207,0.0977777778,15.407,0.088,15.607,0.0391111111,15.807,0.176,16.007,0.088,16.207,0.0195555556,16.407,0.0977777778,16.607,0.4888888889,16.807,0.0782222222,18.007
07/04/2013 3:00,0.1701333333,15.91,0.1701333333,15.41,0.0977777778,14.91,0.0938666667,15.11,0.0977777778,15.31,0.088,15.51,0.0391111111,15.71,0.176,15.91,0.088,16.11,0.0195555556,16.31,0.0977777778,16.51,0.4888888889,16.71,0.0782222222,17.91
07/04/2013 4:00,0.1682,15.813,0.1682,15.313,0.0966666667,14.813,0.0928,15.013,0.0966666667,15.213,0.087,15.413,0.0386666667,15.613,0.174,15.813,0.087,16.013,0.0193333333,16.213,0.0966666667,16.413,0.4833333333,16.613,0.0773333333,17.813
07/04/2013 5:00,0.1682,15.716,0.1682,15.216,0.0966666667,14.716,0.0928,14.916,0.0966666667,15.116,0.087,15.316,0.0386666667,15.516,0.174,15.716,0.087,15.916,0.0193333333,16.116,0.0966666667,16.316,0.4833333333,16.516,0.0773333333,17.716
07/04/2013 6:00,0.1682,15.619,0.1682,15.119,0.0966666667,14.619,0.0928,14.819,0.0966666667,15.019,0.087,15.219,0.0386666667,15.419,0.174,15.619,0.087,15.819,0.0193333333,16.019,0.0966666667,16.219,0.4833333333,16.419,0.0773333333,17.619
07/04/2013 7:00,0.1682,15.619,0.1682,15.119,0.0966666667,14.619,0.0928,14.819,0.0966666667,15.019,0.087,15.219,0.0386666667,15.419,0.174,15.619,0.087,15.819,0.0193333333,16.019,0.0966666667,16.219,0.4833333333,16.419,0.0773333333,17.619
07/04/2013 8:00,0.1682,15.716,0.1682,15.216,0.0966666667,14.716,0.0928,14.916,0.0966666667,15.116,0.087,15.316,0.0386666667,15.516,0.174,15.716,0.087,15.916,0.0193333333,16.116,0.0966666667,16.316,0.4833333333,16.516,0.0773333333,17.716
07/04/2013 9:00,0.1682,16.007,0.1682,15.507,0.0966666667,15.007,0.0928,15.207,0.0966666667,15.407,0.087,15.607,0.0386666667,15.807,0.174,16.007,0.087,16.207,0.0193333333,16.407,0.0966666667,16.607,0.4833333333,16.807,0.0773333333,18.007
07/04/2013 10:00,0.1662666667,16.394,0.1662666667,15.894,0.0955555556,15.394,0.0917333333,15.594,0.0955555556,15.794,0.086,15.994,0.0382222222,16.194,0.172,16.394,0.086,16.594,0.0191111111,16.794,0.0955555556,16.994,0.4777777778,17.194,0.0764444444,18.394
07/04/2013 11:00,0.1662666667,16.876,0.1662666667,16.376,0.0955555556,15.876,0.0917333333,16.076,0.0955555556,16.276,0.086,16.476,0.0382222222,16.676,0.172,16.876,0.086,17.076,0.0191111111,17.276,0.0955555556,17.476,0.4777777778,17.676,0.0764444444,18.876
07/04/2013 12:00,0.1662666667,19.178,0.1662666667,18.678,0.0955555556,18.178,0.0917333333,18.378,0.0955555556,18.578,0.086,18.778,0.0382222222,18.978,0.172,19.178,0.086,19.378,0.0191111111,19.578,0.0955555556,19.778,0.4777777778,19.978,0.0764444444,21.178
07/04/2013 13:00,0.1662666667,18.891,0.1662666667,18.391,0.0955555556,17.891,0.0917333333,18.091,0.0955555556,18.291,0.086,18.491,0.0382222222,18.691,0.172,18.891,0.086,19.091,0.0191111111,19.291,0.0955555556,19.491,0.4777777778,19.691,0.0764444444,20.891
07/04/2013 14:00,0.1662666667,17.742,0.1662666667,17.242,0.0955555556,16.742,0.0917333333,16.942,0.0955555556,17.142,0.086,17.342,0.0382222222,17.542,0.172,17.742,0.086,17.942,0.0191111111,18.142,0.0955555556,18.342,0.4777777778,18.542,0.0764444444,19.742
07/04/2013 15:00,0.1662666667,18.125,0.1662666667,17.625,0.0955555556,17.125,0.0917333333,17.325,0.0955555556,17.525,0.086,17.725,0.0382222222,17.925,0.172,18.125,0.086,18.325,0.0191111111,18.525,0.0955555556,18.725,0.4777777778,18.925,0.0764444444,20.125
07/04/2013 16:00,0.1662666667,18.125,0.1662666667,17.625,0.0955555556,17.125,0.0917333333,17.325,0.0955555556,17.525,0.086,17.725,0.0382222222,17.925,0.172,18.125,0.086,18.325,0.0191111111,18.525,0.0955555556,18.725,0.4777777778,18.925,0.0764444444,20.125
07/04/2013 17:00,0.1643333333,17.646,0.1643333333,17.146,0.0944444444,16.646,0.0906666667,16.846,0.0944444444,17.046,0.085,17.246,0.0377777778,17.446,0.17,17.646,0.085,17.846,0.0188888889,18.046,0.0944444444,18.246,0.4722222222,18.446,0.0755555556,19.646
07/04/2013 18:00,0.1643333333,17.358,0.1643333333,16.858,0.0944444444,16.358,0.0906666667,16.558,0.0944444444,16.758,0.085,16.958,0.0377777778,17.158,0.17,17.358,0.085,17.558,0.0188888889,17.758,0.0944444444,17.958,0.4722222222,18.158,0.0755555556,19.358
07/04/2013 19:00,0.1643333333,17.165,0.1643333333,16.665,0.0944444444,16.165,0.0906666667,16.365,0.0944444444,16.565,0.085,16.765,0.0377777778,16.965,0.17,17.165,0.085,17.365,0.0188888889,17.565,0.0944444444,17.765,0.4722222222,17.965,0.0755555556,19.165
07/04/2013 20:00,0.1643333333,16.973,0.1643333333,16.473,0.0944444444,15.973,0.0906666667,16.173,0.0944444444,16.373,0.085,16.573,0.0377777778,16.773,0.17,16.973,0.085,17.173,0.0188888889,17.373,0.0944444444,17.573,0.4722222222,17.773,0.0755555556,18.973
07/04/2013 21:00,0.1643333333,16.78,0.1643333333,16.28,0.0944444444,15.78,0.0906666667,15.98,0.0944444444,16.18,0.085,16.38,0.0377777778,16.58,0.17,16.78,0.085,16.98,0.0188888889,17.18,0.0944444444,17.38,0.4722222222,17.58,0.0755555556,18.78
07/04/2013 22:00,0.1643333333,16.587,0.1643333333,16.087,0.0944444444,15.587,0.0906666667,15.787,0.0944444444,15.987,0.085,16.187,0.0377777778,16.387,0.17,16.587,0.085,16.787,0.0188888889,16.987,0.0944444444,17.187,0.4722222222,17.387,0.0755555556,18.587
07/04/2013 23:00,0.1643333333,16.394,0.1643333333,15.894,0.0944444444,15.394,0.0906666667,15.594,0.0944444444,15.794,0.085,15.994,0.0377777778,16.194,0.17,16.394,0.085,16.594,0.0188888889,16.794,0.0944444444,16.994,0.4722222222,17.194,0.0755555556,18.394
